en-CA,fr-CA
Crispy Snack Wrap,Double hamburger fromage
Croissant,Double quart BLT
Croissants Sandwiches,Double quart de livre avec fromage
Crumble,Double quart de livre BLT
Cucumber,Double quart de livre fromage
Cut in half,Double quart de livre sans fro
Dasani Water,Double quart de livre sans fromage
Dbl Chsb LT,Double Quart Fromage
Dbl Dbl,Double Quart Hamburger (sans fromage)
Dbl Quarter Pounder,Double Quart livre (sans fromage)
Dbl Quarter Pounder withCheese,Duo
Decaf Coffee,Duo 2 biscuits
Delivery,duo avec Café
Delivery Fee,Duo Bagel Crm Chs avec Café
Description,Duo café et pâtisserie
Dessert,Duo chausson aux pommes
Diced Apples,Duo chausson aux pommes et McCafé
Diet Coke,Duo chausson aux pommes McCafé
Diet Coke Syrup,Duo muffin anglais
Distance Fee,Duo muffin anglais et boisson chaude
Double Bacon 'N Crispy Onion,Duo muffin et café
Double Bacon 'N Crispy Onion Quarter Pounder,"Duo patates hachées brunes et café, format moyen"
Double Big Mac,Duo rôties blanc
Double Big Mac Extra Value Meal,Duo rôties blanc et boisson chaude
Double Cheeseburger,Duo rôties blé entier
Double Cheeseburger Extra Value Meal,Duo rôties blé entier et 2 œufs frits
Double Cheesy Melt,Duo rôties blé entier et boisson chaude
Double Cheesy Melt Extra Value Meal,E Coke
Double Chsb LT,E Eau froide
Double Double,E LF à la fraise ML
Double Espresso,E LF au chocolat ML
Double Filet-O-Fish,E LF au vanille ML
Double Filet-O-Fish Extra Value Meal,E LF chocolat
Double Hamburger,E LF fraise
Double Hamburger Extra Value Meal,E LF vanille
Double Quarter Pounder,Eau DASANI
Double Quarter Pounder BLT,EC Capp sirop ***
Double Quarter Pounder BLT Extra Value Meal,ÉC Cappuccino ***
Double Quarter Pounder Cheese,EC Choc ch ment ***
Double Quarter Pounder Extra Value Meal,ÉC Lat M. Car
Double Quarter Pounder with Cheese,EC Latte
Double Quarter Pounder With Cheese,ÉC Latte ***
Double Quarter Pounder with Cheese Extra Value Meal,ÉC Latte M. Caramel
Double Quarter Pounder without Cheese,EC Latte sirop ***
Double Quarter Pounder without Cheese Extra Value Meal,ÉC Latte ss ***
Double Toasted,ÉC Moka ***
Drink,EC Moka menthe ***
Drink tray,Échantillon
Driver Regulatory Fee,Échantillon latte caramel (lait 2%)
Earl Grey Tea,Edamame
Earlybird Mug,Enfant
Edamame,Enfant Coca-Cola
Egg ‘N Cheese McGriddles,Enfant Coca-Cola Zero
Egg ‘N Cheese McGriddles Extra Value Meal,Enfant Coke
Egg ‘N Cheese McMuffin,Enfant Coke Diète
Egg ‘N Cheese McMuffin Extra Value Meal,Enfant Fruitopia fraises
Egg BLT Bagel ***,Enfant Fruitopia orange
Egg BLT Bagl VM,Enfant Racinette Barq's
Egg BLT McMuffin,Enfant Sprite
Egg BLT McMuffin Extra Value Meal,Enfant Thé glacé Fuze
Egg LT Bagl VM,Enfant Thé glacé FUZE
Egg LT Croissant Sandwich,Enfant Thé glacé NESTEA
Egg McMuffin,Ens mél salades
Egg McMuffin & Hash Brown Deal,Érable et cheddar ***
Egg McMuffin Extra Value Meal,Espresso
Egg White Only,Espresso allongé
English Muffin,Extra from ched jack
English Muffin Special,Extra garniture coupe glacée
Entrée Salad,Extra garniture pour coupe glacée
Espresso,Extra sauce à McCroquettes
Everything Bacon 'N Egg Bagel,Extra sauce poutine
Everything Bacon 'N Egg Bagel Extra Value Meal,Extra sirop
Everything Bacon & Guacamole Bagel,Facturation pour livraison
Everything Bacon & Guacamole Bagel Meal,Festin 20 McCroquettes
Everything Bagel,Festin 20 McCroquettes (portion pour 2)
Everything Bagel Happy Meal,Festin déjeuner pour 4
Everything Bagel Reg CC Prod,Festin déjeuner pour 4 (portion pour 4)
Everything Bagel w/ Reg Cream Cheese McValue Meal,Festin écono
Everything Bagel w/ Regular Cream Cheese Product,Festin écono (portion pour 4)
Everything Bagel with Regular Cream Cheese Product,Festin familial
Everything BLT Bagel,Festin familial (portion pour 3)
Everything BLT Bagel Extra Value Meal,Festin fin de soirée
Everything Egg BLT Bagel,Festin fin de soirée (portion pour 4)
Everything Egg BLT Bagel Extra Value Meal,Festins à partager
Everything Sausag 'N Egg Bagel,Filet de poisson
Everything Sausage 'N Egg Bagel,Filet de poisson et Côte
Everything Sausage 'N Egg Bagel Extra Value Meal,Fourchettes
Everything Sausage Egg Bagel,Frais (2 sacs)
Evr Bgl w/Sprd VM ***,Frais de distance
Evry Bagl w/ Spreads,Frais de fête
Evry Bagl w/ Spreads ***,Frais de livraison
Evry Bgl w/ Sprd VM ***,Frais de réponse réglementaire
Exclusive McValue Add-on,Frais de réponse réglementaire du livreur
Extra Chai Glow Tea Bag,Frais de service
Extra Earl Grey Tea Bag,Frais de temps d'attente évita
Extra Gravy,Frais de temps d'attente évitable des livreurs DD
Extra Green Tea Bag,Frais pour petite commande
Extra Ice,Frites
Extra Large,Frites assaisonnées aux fines herbes et à l'ail
Extra Large Earl Grey Tea,Frites de renommée mondiale
Extra Large Green Tea,Frites fines herbes et à l'ail
Extra Large Peppermint Tea,"Frites, format petit"
Extra Large Senior's Coffee,"Frites, grand format"
Extra Large Senior's Decaf Coffee,"Frites, mini-format"
Extra Large Senior's Earl Grey Tea,"Frites, moyen format"
Extra Large Senior's Green Tea,"Frites, petit format"
Extra Large Senior's Orange Pekoe Tea,From chedar jack
Extra Large Senior's Peppermint Tea,From cr orig
Extra Orange Pekoe Tea,From. la crème à côté
Extra Peppermint tea bag,Fromage
Extra Peppermint Tea Bag,Fromage à la crème
Extra Sundae Topping,Fromage à la crème original
Extra Syrup,Fromage Brie
Extra Value Meal,Fromage cheddar blanc
Family Bundle,Fromage crème
Family Bundle (Serves 3),Fromage en grains
Feta & Olive Sauce,Fromage grillé sandwichs
Filet-O-Fish,Fromage grillé sandwichs
Filet-O-Fish & Side Deal,Fromage mozzarella
Filet-O-Fish Extra Value Meal,Fromage parmesan râpé
Filet-O-Fish Patty,Fromage râpé
Fireworks Mug,Fromage Suisse
Fish,Fruitopia fraises
Flexible Straw,Fruitopia orange
Foam,Fruitopia Org Syrup
Fondant Syrup,Fruitopia Strw Syrup
Forks,Fuze Iced Tea Syrup
Fountain Drinks,G Café
Frank's Creamy Garlic Sauce,G Café décaf infusé
Frank's RedHot Menu,G Café frappé + crème fouettée + coulis au choc.
Frank's RedHot Original McCrispy,G Capp sirop ***
Frank's RedHot Original McCrispy Extra Value Meal,G Cappuccino ***
Frank’s RedHot Creamy Garlic B,G Cappuccino R ***
Frank’s RedHot Creamy Garlic Bacon ‘N Egg McMfn VM,G Cappuccino Sirop ***
Frank’s RedHot Creamy Garlic Bacon ‘N Egg McMuffin,G Cappuccino Sirop R***
Frank’s RedHot Creamy Garlic C,G Chai frappé van. + cr. fouettée + coulis au choc.
Frank’s RedHot Creamy Garlic Chicken McMuffin,G Choc ch ment ***
Frank’s RedHot Creamy Garlic Chicken McMuffin EVM,G Coke
Frank’s RedHot Creamy Garlic E,G Déca infusé
Frank’s RedHot Creamy Garlic Egg McMuffin,G Eau chaude
Frank’s RedHot Creamy Garlic Egg McMuffin EVM,G Eau froide
Frank’s RedHot Creamy Garlic S,G Lat caramel ***
Frank’s RedHot Creamy Garlic Saus ‘N Egg McMfn VM,G Lat cml salé***
Frank’s RedHot Creamy Garlic Sausage ‘N Egg McMfn,G Lat M. Car ***
Frank’s RedHot Hot Honey Dippi,G Lat pép choc ***
Frank’s RedHot Hot Honey Dipping Sauce,G Latte ***
Frank’s RedHot McVeggie,G Latte au caramel ***
Frank’s RedHot Original McCris,G Latte au chocolat et à la noisette (lait 2 %)
Frank’s RedHot Original McCrispy,G Latte glacé ***
Frank’s RedHot Original McCrispy Bacon Deluxe,G Latte glacé au chocolat et à la noisette (lait 2 %)
Frank’s RedHot Original McCrispy Bacon Deluxe Meal,G Latte glacé L ***
Frank’s RedHot Original McVeggie,G Latte M. Caramel ***
Frank’s RedHot Original McVeggie Meal,G Latte menthe ***
Frank’s RedHot® Original Thick,G Latte pép choc ***
Frank’s RedHot® Original Thick Sauce,G Latte sirop ***
Free Medium Soft Drink,G Latte Sirop ***
Free Sandwich,G Latte Sirop R ***
French Book,G Latte vanille fr
French Croissant,G LF à la fraise ML
French Croissant,G LF à la vanille ML
French Fries,G LF au chocolat ML
French Vanilla Cream Cold Brew,G LF chocolat
French Vanilla Latte (2% milk),G LF fraise
French Vanilla Latte (2% Milk),G LF vanille
French Vanilla Latte (Almond Milk,G Moka ***
French Vanilla Latte (Almond milk),G Moka menthe ***
French Vanilla Latte (Almond Milk),G Smo bleuet
French Vanilla Syrup,G Smo mangue
Fried Egg,G Smooth bleuet ML
Fries,G Smooth mangue ML
Fruit & Fibre Muffin,G Thé Earl Grey
Fruit Medley,G Thé pekoe
Fruit Splash Beverage,G Thé vert
Fruit Splash Beverages,Galette de poulet
Fruitopia Orange,Garni comme Big Mac
Fruitopia Org Syrup,Garni comme Mac
Fruitopia Strawberry,Garniture croustillante au car
Fruitopia Strawberry Passion Awareness,Garniture croustillante au caramel salé
Fruitopia Strw Syrup,Garniture Mcflurry
Fry Display,Glaçage au fromage à la crème
Fry Monitor Display,Glace
Fudge,Glace chili limettes
Fudge Sundae,Glacéau smartwater
Fuze Iced Tea,"Glacéau vitaminwater baie d'acai, bleuet et grenade"
FUZE Iced Tea,Glacéau vitaminwater bleuets
Fuze Iced Tea Syrup,Glacéau vitaminwater orange
Garden Salad(apples & walnuts),glacée moka
Garlic Seasoning,Glacée moka  (lait d'amande)
Gingham Holiday Mug,Godet crème
Gold Peak Slightly Sweet Lemon Iced Tea,Godet de lait
Gold Peak Sweet Lemon Iced Tea,Gonflez V Tr
Granola,Graines tournesol
Grape Tomatoes,Grand
Gravy,Grand
Greek Entrée Salad,Grand
Greek Pasta Feta Salad,Grand americano
Green Dipped Mug,Grand Café frappé
Green Onions,Grand café glacé
Green Tea,Grand café glacé à la vanille
Grilled Cheese,Grand café glacé au caramel
Grilled Cheese Sandwich,Grand café glacé avec boisson à l'avoine
Grilled Cheese Sandwiches,Grand café glacé avec sirop sans sucre
Grilled Chicken,Grand Café glacé avec sirop sans sucre
Grilled Chicken Patty,Grand café infusé
Grilled Chicken Sandwich,Grand café infusé à froid
Grilled Chicken Sandwich,Grand café infusé à froid avec sirop sans sucre et crème
Grilled Chicken Sandwich,Grand café infusé à froid caramel et crème
Grilled Chicken Sandwich Extra Value Meal,Grand café infusé à froid sucré avec crème
Grilled Frank's RedHot Origina,Grand café infusé à froid sucré/avoine
Grilled Frank's RedHot Original,Grand café infusé à froid vanille française et crème
Grilled Frank's RedHot Original Extra Value Meal,Grand Café infusé aînés
Grilled Frank’s RedHot Origina,Grand café infusé décaféiné
Grilled Frank’s RedHot Original Bacon Deluxe,Grand café infusé décaféiné aînés
Grilled Frank’s RedHot Original Bacon Deluxe Meal,Grand café infusé décaféiné Remplir nouveau
Grilled Onions,Grand café infusé Remplir nouveau
Grilled Ranch Snack Wrap,Grand cappuccino (lait 2%)
Grilled Snack Wrap,Grand Cappuccino (lait d'amande)
Ground Coffee & Mug Giftset,Grand Chai frappé à la vanille
Guacamole,Grand Chai frappé à la vanille
Half Cream,Grand Chocolat chaud (lait 2%)
Half Crispy Chicken Patty,Grand Coca Fraises et Crème avec mousse froide
Half Decaf,Grand Coca-Cola
Half Filet-O-Fish Patty,Grand Coca-Cola Zero
Half Grilled Chicken,Grand Coke
Half Ice,Grand Coke Diète
Half Milk,Grand Frites
Half Oat Beverage,Grand Fruitopia fraises
Half Splenda,Grand Fruitopia orange
Half Sugar,Grand glacée moka
Half Syrup,Grand jus d'orange
HALLOWEEN GC,Grand jus de pomme
Halloween Gift Certs,Grand lait ultra-frappé à la fraise
Hamburger,Grand lait ultra-frappé à la vanille
Hamburger Deluxe,Grand lait ultra-frappé au chocolat
Hamburger Deluxe McValue Meal,Grand latte (lait 2%)
Hamburger Happy Meal,Grand latte (lait d'amande)
Hamburger with Apple slices,Grand latte à la caramel (lait 2%)
"Hamburger, No Meat",Grand latte à la vanille française (lait 2%)
Happy Meal,Grand Latte à la vanille française (lait d'amande)
Happy Meal 4 McNuggets with Apple slices,Grand latte à thé London fog (lait 2%)
Happy Meal 4 McNuggets with Apple Slices,Grand latte au thé matcha (lait 2%)
Happy Meal 4 McNuggets with Mini Fries,Grand latte avec sirop sans sucre (lait 2%)
Happy Meal 4 McNuggets with Mini-fries,Grand latte avec sirop sans sucre (lait d'amande)
Happy Meal 4 McNuggets with Small Fries,Grand latte caramel (lait 2%)
Happy Meal 4 McNuggets with Small fries for $2.99,Grand latte caramel (lait d'amande)
Happy Meal Book only,Grand latte glacé (lait 2%)
Happy Meal Cheeseburger,Grand Latte glacé (lait amande)
Happy Meal Cheeseburger Mini Fry for $2.99,Grand latte glacé au matcha (lait 2%)
Happy Meal Cheeseburger with Apple slices,Grand latte glacé matcha (lait amande)
Happy Meal Cheeseburger with Apple Slices,Grand menthe poivrée
Happy Meal Cheeseburger with Mini Fries,Grand Moka (lait 2%)
Happy Meal Cheeseburger with mini-fries,Grand moka glacé
Happy Meal Cheeseburger with Small Fries,Grand Racinette Barq's
Happy Meal Cheeseburger with Small fries for $2.99,Grand smoothie fraises-banane
Happy Meal Crispy Chicken Snack Wrap with Apple Slices,Grand smoothie grenade-bleuets
Happy Meal Crispy Chicken Snack Wrap with Mini Fries,Grand smoothie mangue-ananas
Happy Meal Crispy Chicken Snack Wrap with Small Fries,Grand Splash fraîcheur au citron
Happy Meal Crispy Mayo with Mini Fries,Grand Splash fraîcheur au melon d’eau et à la lime
Happy Meal Fish Stick,Grand Sprite
Happy Meal French Book only,Grand Sprite à la framboise bleue avec mousse froide
Happy Meal Grilled Cheese with Apple Slices,Grand Sprite Crème à l'orange avec mousse froide
Happy Meal Grilled Cheese with Mini Fries,Grand Sprite nocturne
Happy Meal Grilled Cheese with Small Fries,Grand thé à la menthe poivrée
Happy Meal Grilled Chicken Snack Wrap with Apple Slices,Grand thé à la menthe poivrée aînés
Happy Meal Grilled Chicken Snack Wrap with Mini Fries,Grand thé bergamia gris
Happy Meal Grilled Chicken Snack Wrap with Small Fries,Grand thé chai éclat
Happy Meal Hamburger with Apple slices,Grand thé Earl Grey
Happy Meal Hamburger with Apple Slices,Grand thé earl grey aînés
Happy Meal Hamburger with Mini Fry,Grand Thé glacé Fuze
Happy Meal Hamburger with mini-fries,Grand thé menthe poivrée aînés
Happy Meal Hamburger with Small Fries,Grand thé orange pekoe
Happy Meal Hamburger with Small fries for $2.99,Grand thé Orange Pekoe
Happy Meal Hotcakes with Apple Slices,Grand thé orange pekoe aînés
Happy Meal Hotcakes with Hash Browns,Grand thé rugissement noir
Happy Meal Hotcakes with Hashbrowns for $2.99,Grand thé vert
Happy Meal Hotcakes with Mini Fry,Grand thé vert à la citronnelle
Happy Meal Hotcakes with Small Fries,Grand thé vert aînés
Happy Meal Juice/Milk/Water,Grande café glacé au caramel salé
Happy Meal Lettuce & Tomato Snack Wrap w/ Apple Slices,Grande latte au caramel salé (lait 2%)
Happy Meal Lettuce & Tomato Snack Wrap with Mini Fries,Gratuit moyen boisson
Happy Meal Lettuce & Tomato Snack Wrap with Small Fries,Guacamole
Happy Meal Lettuce & Tomato SnackWrap w/ Sml Fries,H-fromage
Happy Meal Mayo Crispy Chicken Snack Wrap with Mini Fries,Hamburger
Happy Meal Nugget,Hamburger avec fromage
Happy Meal snack Wrap,Hamburger avec fromage de luxe
Happy Meal Snack Wrap,"Hamburger avec fromage, sans viande"
Happy Meal Toy,Hamburger De Luxe
Happy Meal Toy - Under 3,Hamburger fromage
Happy Meal with Apple slices,"Hamburger fromage, sans viande"
Happy Meal with Apple Slices,Hamburger Joueur étoile
Happy Meal with Hash Browns,Hamburger Joueur étoile - repas Bâtons LNH
Happy Meal with Hashbrowns,"Hamburger, sans viande"
Happy Meal with Mini Fries,Hamburgers
Happy Meal with mini-fries,Hazelnut & Cocoa McPops
Happy Meal with Mini-fries,Honest Kids La Fée des pommes
Happy Meal with Small fries,Honest Kids Super Punch aux Fr
Happy Meal with Small Fries,Honest Kids Super Punch aux Fruits
Happy Meals,Hummus original
Harvest Entrée Salad,J’ai ma tasse (M)
Hash Brown,JF Crêpes ***
Hash Brown & Coffee,JF Fête crêpes
Hash Brown & Medium Premium Roast Coffee,JF Fête h-from
Hash Browns,JF Fête hamb fromage
Have my Own Cup (Med),JF Fête McCroq
Have my Own Cup (Med),JF Fête McCroquettes
Hazelnut & Cocoa McPops,JF Fête wrap
Heart Mug,JF Jouet
Heated,JF Jouet garçon
Herb & Garlic Seasoned Fries,JF Jouet R
HM 4 Nuggets & Mini Fry for $2.99,JF poisson ***
HM 4Nug Chrg,JF Poutine
HM 4Nug Party Charge,JF Sand from fond***
HM 4Nugget ***,JF Wrp-éclair lait+tom***
HM BAGEL ***,"Joeyeux Festin 4 McCroquettes, petit frites pour 2,99$"
HM BAGL ***,Jouet moins de 3 ans
HM Buf Wrap Crispy ***,Journal post sem
HM Buf Wrap Grill ***,Journal post semaine
HM Buf Wrp Cr ***,Journal post wk-end
HM Buf Wrp Gr ***,Journal quotid
HM Cheese Bagl ***,Journal quotid 4
HM Cheeseburger ***,Journal quotidien
HM Cheeseburger Mn Fry Yog,Journal week-end
HM Chkn McBites ***,Journal weekend
HM Chsb Chrg,Journal wk-end 4
HM Chsb Party Charge,Journl post wk-end
HM Evry Bagel ***,Joyeux festin
HM Grilled Cheese ***,Joyeux festin 1 pat hach brune
HM Hambuger ***,Joyeux festin 4 McCroquettes - mini-frites
HM Hamburger ***,Joyeux festin 4 McCroquettes - P frites
HM Hamburger Mini Fry,Joyeux festin 4 McCroquettes - pommes
HM Hamburger Mini Fry for $2.99,Joyeux Festin 4 McCroquettes avec pommes
HM Hotcakes ***,"Joyeux Festin 4 McCroquettes, mini frites pour 2,99$"
HM Htck Chrg,"Joyeux Festin 4 McCroquettes, mini-frites"
HM Htck Party Charge,Joyeux Festin avec mini-frites
HM Let & Tom Snwrp ***,Joyeux Festin avec pat hach br
HM McEGGY ***,Joyeux Festin avec petit frite
HM Mgrain Bagel ***,Joyeux festin avec pommes
HM Plain Bagel ***,Joyeux Festin avec pommes
HM Sesame Bagel ***,Joyeux festin Crêpes - 1 pat hach brune
HM Snack Wrap ***,Joyeux festin Crêpes - mini-frites
HM Snk Wrap Chrg,Joyeux festin Crêpes - p frites
HM Snk Wrap Party Charge,Joyeux festin Crêpes - pommes
Hockey Hero Burger,"Joyeux Festin Crêpes, pat hach brunes pour 2,99$"
Hockey Hero Burger - NHL Star Sticks Meal,Joyeux festin hamburger - mini-frites
Hockey Hero Burger Extra Value Meal,Joyeux festin hamburger - P frites
Hockey Holiday Mug,Joyeux festin hamburger - pommes
Hockey Tickets,Joyeux Festin Hamburger avec pommes
Holiday Sweater Cup,Joyeux festin hamburger fromage - mini-frites
Holiday Tree Cup,Joyeux festin hamburger fromage - P frites
Hollandaise-style sauce,Joyeux festin hamburger fromage - pommes
Homestyle Bun,"Joyeux Festin Hamburger fromage, mini-frites"
Honest Kids Appley Ever After,"Joyeux Festin Hamburger fromage, petit frites pour 2,99$"
Honest Kids Super Fruit Punch,"Joyeux Festin Hamburger fromage, pommes"
Honey,"Joyeux Festin Hamburger, mini-frites"
Honey Dijon Vinaigrette Dressi,"Joyeux Festin Hamburger, mini-frites pour 2,99$"
Honey Dijon Vinaigrette Dressing,"Joyeux Festin Hamburger, petit frites pour 2,99$"
Hot Beverage,Joyeux festin jouet
Hot Chocolate,Joyeux festin jouet moins de 3 ans
Hot Chocolate (2% Milk),Joyeux festin mini-frites
Hot Chocolate (Almond Milk),Joyeux festin p frites
Hot Chocolate Packet,Joyeux festin P frites
Hot Drink,Joyeux festin sandwich fromage fondant - mini-frites
Hot Drinks,Joyeux festin sandwich fromage fondant - P frites
Hot McCafé,Joyeux festin sandwich fromage fondant - pommes
Hot Mustard,Joyeux festin Wrap-éclair
Hot Reusable Cup,Joyeux festin Wrap-éclair croust - mini-frites
Hotcake & Sausage Extra Value Meal,Joyeux festin Wrap-éclair croust - P frites
Hotcake Syrup,Joyeux festin Wrap-éclair croust - pommes
Hotcakes,Joyeux festin Wrap-éclair grillé - mini-frites
Hotcakes & Bacon,Joyeux festin Wrap-éclair grillé - P frites
Hotcakes & Bacon Extra Value Meal,Joyeux festin Wrap-éclair grillé - pommes
Hotcakes & Sausage,Joyeux festin Wrap-éclair laitue et tomate - mini-frites
Hotcakes & Sausage Extra Value Meal,Joyeux festin Wrap-éclair laitue et tomate - P frites
Hotcakes & Snacks & Sides,Joyeux festin Wrap-éclair laitue et tomate - pommes
Hotcakes Extra Value Meal,Joyeux festin Wrap-éclair Ranch croust - mini-frites
Hotel Coupon,Junior au poulet
Ice,Junior au poulet chili doux
Ice Coffee with sugar free syrup,Jus
Ice Mocha 2S,Jus d'orange
Ice Mocha Milk,Jus d'orange - Simply Orange
Iced Coffee,Jus de pomme
Iced Coffee with sugar free syrup,Jus de pomme - Simply Pomme
Iced Latte,"Jus, lait et eau"
Iced Latte (2% Milk),Jus/lait/bouteille
Iced Latte (Almond Milk),Jus/lait/bouteille d'eau
Iced Matcha Tea Latte (2% Milk),Ketchup
Iced Matcha Tea Latte (Almond Milk),L Lat M. Crml ***
Iced Mocha,L Latte M. Caramel ***
Iced Mocha (2% Milk),Laisser esp
Iced Mocha (almond milk),Lait
Iced Mocha (Almond Milk),Lait 1%
In a Cup,Lait 1% au chocolat
Italian Herb Sauce,Lait 2%
Jam with knife,Lait chocolat
Jr Chicken,lait d'amande
Jr Chicken Meal Deal,Lait frappé à la fraise
Juice,Lait frappé à la menthe
Juice Deposit,"Lait frappé à la menthe, format collation"
Juice Pack Deposit,"Lait frappé à la menthe, format moyen"
"Juice, Milk & Water","Lait frappé à la menthe, grand format"
Juice/Milk/Water,"Lait frappé à la menthe, petit format"
Junior Chicken,Lait frappé à la vanille
Junior Chicken McValue Meal,Lait frappé au chocolat
K-Cup & Tumbler Giftset,Lait glacee
Ketchup,Lait ultra-frappé
Ketchup Packet,Lait ultra-frappé à la fraise
Keychain,Lait ultra-frappé à la vanille
Kid's Mac,Lait ultra-frappé au chocolat
Kiddie Cone,Laits frappés
Knives,Laitue
L  Hot Choc ***,Large
L Apple Juice,Large Cup
L Cap Syrup ***,Latte
L Cappuccino ***,Latte (lait 2%)
L Cappuccino Syrup ***,Latte (lait aux amandes)
L Caramel Choc Latte ***,Latte (lait d'amande)
L Caramel Choc Mocha ***,Latte à la caramel (lait 2%)
L Caramel Latte ***,Latte à la crème brûlée (lait 2%)
L Chai Latte ***,"Latte à la van fr, format moyen (lait aux amandes)"
L Choc Chip Lat ***,"Latte à la van fr, grand format (lait aux amandes)"
L Hot Choc  ***,"Latte à la van fr, petit format (lait aux amandes)"
L Hot Choc ***,Latte à la vanille française (lait 2%)
L Hot Choc Mint ***,Latte à la vanille française (lait aux amandes)
L Hot Chocolate ***,Latte à la vanille française (lait d'amande)
L Hot Water,Latte à thé chai cardamome (lait 2%)
L Hot Wht Choc ***,Latte à thé chai cardamome (lait écrémé)
L Ice Latte ***,Latte à thé London fog (lait 2%)
L Iced Matcha Latte ***,Latte à thé London fog (lait sans lactose)
L Lat Caramel ***,Latte au caramel (lait 2%)
L Lat Chc Chp ***,Latte au caramel (lait aux amandes)
L Lat Cml Choc ***,Latte au caramel salé (lait 2%)
L Lat M. Caramel ***,Latte au caramel salé (lait amande)
L Lat M. Caramel***,"Latte au caramel salé, grande format (lait amande)"
L Lat M. Crml ***,"Latte au caramel salé, moyen format (lait amande)"
L Lat Pump ***,"Latte au caramel salé, petit format (lait amande)"
L Lat Pumpkin Crml ***,"Latte au caramel, format moyen (lait aux amandes)"
L Lat SF ***,"Latte au caramel, grand format (lait aux amandes)"
L Lat Syrup ***,"Latte au caramel, petit format (lait aux amandes)"
L Latte ***,Latte au chocolat et à la noisette (lait 2 %)
L Latte Cml Choc ***,Latte au thé chai (lait 2 %)
L Latte Mint ***,Latte au thé chai (lait aux amandes)
L Latte Mint R ***,"Latte au thé chai, format moyen (lait 2 %)"
L Latte Pumpkin ***,"Latte au thé chai, format moyen (lait aux amandes)"
L Latte Syrup ***,"Latte au thé chai, grand format (lait 2 %)"
L Lndn Fog Latte ***,"Latte au thé chai, grand format (lait aux amandes)"
L Matcha Latte ***,"Latte au thé chai, petit format (lait 2 %)"
L Mocha ***,"Latte au thé chai, petit format (lait aux amandes)"
L Mocha Cml Choc ***,Latte au thé matcha (lait 2 %)
L Mocha Mint ***,Latte au thé matcha (lait 2%)
L Mocha Wht Choc ***,Latte au thé matcha (lait aux amandes)
L Orange Juice,"Latte au thé matcha, format moyen (lait 2 %)"
L Slt Caramel Latte ***,"Latte au thé matcha, grand (lait aux amandes)"
L Sltd Crml Latte***,"Latte au thé matcha, grand format (lait 2 %)"
L Sugar Free Latte ***,"Latte au thé matcha, moyen (lait aux amandes)"
L Van Latte ***,"Latte au thé matcha, petit (lait aux amandes)"
L Water,"Latte au thé matcha, petit format (lait 2 %)"
Large,Latte avec sirop sans sucre (lait 2%)
Large,Latte avec sirop sans sucre (lait aux amandes)
Large Barq's Root Beer,Latte avec sirop sans sucre (lait d'amande)
Large Blueberry Pomegranate Smoothie,Latte caramel (lait 2%)
Large Breakfast Poutine,Latte caramel (lait d'amande)
Large Cappuccino (Almond Milk),Latte citrouille (lait 2%)
Large Caramel Iced Coffee,Latte glacé
Large Chocolate Shake,Latte glacé (lait 2%)
Large Clear Cup,Latte glacé (lait amande)
Large Coke,Latte glacé au chocolat et à la noisette (lait 2 %)
Large Cup,Latte glacé au matcha (lait 2%)
Large Cup FS,Latte glacé matcha (lait amande)
Large Decaf Coffee,Latte London Fog (lait 2 %)
Large Diet Coke,Latte London Fog (lait aux amandes)
Large Earl Grey Tea,"Latte London Fog, format moyen (lait 2 %)"
Large French Fries,"Latte London Fog, format moyen (lait aux amandes)"
Large French Vanilla Latte,"Latte London Fog, grand format (lait 2 %)"
Large French Vanilla Latte (2% milk),"Latte London Fog, grand format (lait aux amandes)"
Large Fries,"Latte London Fog, petit format (lait 2 %)"
Large Green Tea,"Latte London Fog, petit format (lait aux amandes)"
Large Mango Smoothie,"Latte, format moyen (lait aux amandes)"
Large Orange Pekoe Tea,"Latte, grand format (lait aux amandes)"
Large Peppermint Tea,"Latte, petit format (lait aux amandes)"
Large Poutine,Le Grand M
Large Premium Roast Coffee,Légèrement grillé
Large Senior's Decaf Coffee,Les bâtons des étoiles de la L
Large Senior's Earl Grey Tea,Les bâtons des étoiles de la LNH - Ajouter à la commande
Large Senior's Green Tea,"LF chocolat, format col."
Large Senior's Orange Pekoe Tea,"LF fraise, format col."
Large Senior's Peppermint Tea,"LF vanille, format col."
Large Spicy Buffalo Crispy Poutine,Livraison
Large Spicy Buffalo Grilled Poutine,Livre Ou Jouet
Large Spicy Crisp Poutine,Livret avec un Joyeux festin
Large Sprite,Livret fr avec Joyeux festin
Large Strawberry Banana Smoothie,Livret français avec un Joyeux festin
Large Strawberry Shake,Livret français seul
Large Vanilla Shake,Livret seul
Late Night Bundle,M Café
Late Night Bundle (Serves 4),M Café décaf infusé
Latte,M Café frappé + crème fouettée + coulis au choc.
Latte (2% Milk),M Capp sirop ***
Latte (Almond milk),M Cappuccino ***
Latte (Almond Milk),M Cappuccino R ***
Latte French Vanilla (@%),M Cappuccino Sirop ***
Latte French Vanilla (2% Milk),M Cappuccino Sirop R***
Latte or Cappuccino,M Chai frappé van. + cr. fouettée + coulis au choc.
Latte with sugar free syrup (2% Milk),M Choc ch ment ***
Latte with sugar free syrup (Almond Milk),M Coke
Leaf Holiday Mug,M Déca infusé
Leaf Lettuce,M Eau chaude
Leaf Mug,M Eau froide
Leaf Tumbler,M Frites
Leave Some Space,M Lat caramel ***
