en-CA,fr-CA
Crumble,Double Hamburger avec fromage
Cucumber,Double Hamburger avec fromage et bacon
Cut in half,double hamburger fromage
Dasani Water,Double hamburger fromage
Dbl Chsb LT,Double quart BLT
Dbl Dbl,Double quart de livre avec fromage
Dbl Quarter Pounder,Double quart de livre BLT
Dbl Quarter Pounder withCheese,Double quart de livre fromage
Decaf Coffee,Double quart de livre sans fro
Delivery,Double quart de livre sans fromage
Delivery Fee,Double Quart Fromage
Demon Sauce: Purple Cajun Sauc,Double Quart Hamburger (sans fromage)
Demon Sauce: Purple Cajun Sauce,Double Quart livre (sans fromage)
Description,Duo
Dessert,Duo 2 biscuits
Diced Apples,duo avec Café
Diet Coke,Duo Bagel Crm Chs avec Café
Diet Coke Syrup,Duo café et pâtisserie
Distance Fee,Duo chausson aux pommes
Double Bacon 'N Crispy Onion,Duo chausson aux pommes et McCafé
Double Bacon 'N Crispy Onion Quarter Pounder,Duo chausson aux pommes McCafé
Double Big Mac,Duo muffin anglais
Double Big Mac Extra Value Meal,Duo muffin anglais et boisson chaude
Double Cheeseburger,Duo muffin et café
Double Cheeseburger Extra Value Meal,"Duo patates hachées brunes et café, format moyen"
Double Chsb LT,Duo rôties blanc
Double Double,Duo rôties blanc et boisson chaude
Double Espresso,Duo rôties blé entier
Double Filet-O-Fish,Duo rôties blé entier et 2 œufs frits
Double Filet-O-Fish Extra Value Meal,Duo rôties blé entier et boisson chaude
Double Hamburger,E Coke
Double Hamburger Extra Value Meal,E Eau froide
Double Quarter Pounder,E LF à la fraise ML
Double Quarter Pounder BLT,E LF au chocolat ML
Double Quarter Pounder BLT Extra Value Meal,E LF au vanille ML
Double Quarter Pounder Cheese,E LF chocolat
Double Quarter Pounder Extra Value Meal,E LF fraise
Double Quarter Pounder with Cheese,E LF vanille
Double Quarter Pounder With Cheese,Eau DASANI
Double Quarter Pounder with Cheese Extra Value Meal,EC Capp sirop ***
Double Quarter Pounder without Cheese,ÉC Cappuccino ***
Double Quarter Pounder without Cheese Extra Value Meal,EC Choc ch ment ***
Double Toasted,ÉC Lat M. Car
Drink,EC Latte
Drink tray,ÉC Latte ***
Driver Regulatory Fee,ÉC Latte M. Caramel
Earl Grey Tea,EC Latte sirop ***
Earlybird Mug,ÉC Latte ss ***
Edamame,ÉC Moka ***
Egg ‘N Cheese McGriddles,EC Moka menthe ***
Egg ‘N Cheese McGriddles Extra Value Meal,Échantillon
Egg ‘N Cheese McMuffin,Échantillon latte caramel (lait 2%)
Egg ‘N Cheese McMuffin Extra Value Meal,Edamame
Egg BLT Bagel ***,Enfant
Egg BLT Bagl VM,Enfant Coca-Cola
Egg BLT McMuffin,Enfant Coca-Cola Zero
Egg BLT McMuffin Extra Value Meal,Enfant Coke
Egg LT Bagl VM,Enfant Coke Diète
Egg LT Croissant Sandwich,Enfant Fruitopia fraises
Egg McMuffin,Enfant Fruitopia orange
Egg McMuffin & Hash Brown Deal,Enfant Racinette Barq's
Egg McMuffin Extra Value Meal,Enfant Sprite
Egg White Only,Enfant Thé glacé Fuze
English Muffin,Enfant Thé glacé FUZE
English Muffin Special,Enfant Thé glacé NESTEA
Entrée Salad,Ens mél salades
Espresso,Érable et cheddar ***
Everything Bacon 'N Egg Bagel,Espresso
Everything Bacon 'N Egg Bagel Extra Value Meal,Espresso allongé
Everything Bacon & Guacamole Bagel,Extra from ched jack
Everything Bacon & Guacamole Bagel Meal,Extra garniture coupe glacée
Everything Bagel,Extra garniture pour coupe glacée
Everything Bagel Happy Meal,Extra sauce à McCroquettes
Everything Bagel Reg CC Prod,Extra sauce poutine
Everything Bagel w/ Reg Cream Cheese McValue Meal,Extra sirop
Everything Bagel w/ Regular Cream Cheese Product,Facturation pour livraison
Everything Bagel with Regular Cream Cheese Product,Festin 20 McCroquettes
Everything BLT Bagel,Festin 20 McCroquettes (portion pour 2)
Everything BLT Bagel Extra Value Meal,Festin déjeuner pour 4
Everything Egg BLT Bagel,Festin déjeuner pour 4 (portion pour 4)
Everything Egg BLT Bagel Extra Value Meal,Festin écono
Everything Sausag 'N Egg Bagel,Festin écono (portion pour 4)
Everything Sausage 'N Egg Bagel,Festin familial
Everything Sausage 'N Egg Bagel Extra Value Meal,Festin familial (portion pour 3)
Everything Sausage Egg Bagel,Festin fin de soirée
Evr Bgl w/Sprd VM ***,Festin fin de soirée (portion pour 4)
Evry Bagl w/ Spreads,Festins à partager
Evry Bagl w/ Spreads ***,Filet de poisson
Evry Bgl w/ Sprd VM ***,Filet de poisson et Côte
Exclusive McValue Add-on,Fourchettes
Extra Chai Glow Tea Bag,Frais (2 sacs)
Extra Earl Grey Tea Bag,Frais de distance
Extra Gravy,Frais de fête
Extra Green Tea Bag,Frais de livraison
Extra Ice,Frais de réponse réglementaire
Extra Large,Frais de réponse réglementaire du livreur
Extra Large Earl Grey Tea,Frais de service
Extra Large Green Tea,Frais de temps d'attente évita
Extra Large Peppermint Tea,Frais de temps d'attente évitable des livreurs DD
Extra Large Senior's Coffee,Frais pour petite commande
Extra Large Senior's Decaf Coffee,Fraises séchées à froid
Extra Large Senior's Earl Grey Tea,Frappés glacés
Extra Large Senior's Green Tea,Frites
Extra Large Senior's Orange Pekoe Tea,Frites assaisonnées aux fines herbes et à l'ail
Extra Large Senior's Peppermint Tea,Frites de renommée mondiale
Extra Orange Pekoe Tea,Frites fines herbes et à l'ail
Extra Peppermint tea bag,Frites McMélangées ramyeon
Extra Peppermint Tea Bag,"Frites, format petit"
Extra Shot Blackberry Passionfruit  Syrup,"Frites, grand format"
Extra Shot Mango Pineapple Syrup,"Frites, mini-format"
Extra Sundae Topping,"Frites, moyen format"
Extra Syrup,"Frites, petit format"
Extra Value Meal,From chedar jack
Family Bundle,From cr orig
Family Bundle (Serves 3),From. la crème à côté
Feta & Olive Sauce,Fromage
Filet-O-Fish,Fromage à la crème
Filet-O-Fish & Side Deal,Fromage à la crème original
Filet-O-Fish Extra Value Meal,Fromage Brie
Filet-O-Fish Patty,Fromage cheddar blanc
Fireworks Mug,Fromage crème
Fish,Fromage en grains
Flexible Straw,Fromage grillé sandwichs
Foam,Fromage grillé sandwichs
Fondant Syrup,Fromage mozzarella
Forks,Fromage parmesan râpé
Fountain Drinks,Fromage râpé
Frank's Creamy Garlic Sauce,Fromage Suisse
Frank's RedHot Original McCrispy,Fruitopia fraises
Frank's RedHot Original McCrispy Extra Value Meal,Fruitopia orange
Frank’s RedHot Creamy Garlic B,Fruitopia Org Syrup
Frank’s RedHot Creamy Garlic Bacon ‘N Egg McMfn VM,Fruitopia Strw Syrup
Frank’s RedHot Creamy Garlic Bacon ‘N Egg McMuffin,Fruits du dragon séchés à froid
Frank’s RedHot Creamy Garlic C,Fuze Iced Tea Syrup
Frank’s RedHot Creamy Garlic Chicken McMuffin,G Café
Frank’s RedHot Creamy Garlic Chicken McMuffin EVM,G Café décaf infusé
Frank’s RedHot Creamy Garlic E,G Café frappé + crème fouettée + coulis au choc.
Frank’s RedHot Creamy Garlic Egg McMuffin,G Capp sirop ***
Frank’s RedHot Creamy Garlic Egg McMuffin EVM,G Cappuccino ***
Frank’s RedHot Creamy Garlic S,G Cappuccino R ***
Frank’s RedHot Creamy Garlic Saus ‘N Egg McMfn VM,G Cappuccino Sirop ***
Frank’s RedHot Creamy Garlic Sausage ‘N Egg McMfn,G Cappuccino Sirop R***
Frank’s RedHot Hot Honey Dippi,G Chai frappé van. + cr. fouettée + coulis au choc.
Frank’s RedHot Hot Honey Dipping Sauce,G Choc ch ment ***
Frank’s RedHot McVeggie,G Coke
Frank’s RedHot Original McCris,G Déca infusé
Frank’s RedHot Original McCrispy,G Eau chaude
Frank’s RedHot Original McCrispy Bacon Deluxe,G Eau froide
Frank’s RedHot Original McCrispy Bacon Deluxe Meal,G Lat caramel ***
Frank’s RedHot Original McVeggie,G Lat cml salé***
Frank’s RedHot Original McVeggie Meal,G Lat M. Car ***
Frank’s RedHot® Original Thick,G Lat pép choc ***
Frank’s RedHot® Original Thick Sauce,G Latte ***
Frappés,G Latte au caramel ***
Free Medium Soft Drink,G Latte au chocolat et à la noisette (lait 2 %)
Free Sandwich,G Latte glacé ***
Freeze Dried Dragonfruit,G Latte glacé au chocolat et à la noisette (lait 2 %)
Freeze Dried Strawberries,G Latte glacé L ***
French Book,G Latte M. Caramel ***
French Croissant,G Latte menthe ***
French Croissant,G Latte pép choc ***
French Fries,G Latte sirop ***
French Vanilla Cloud Iced Coffee,G Latte Sirop ***
French Vanilla Latte (2% milk),G Latte Sirop R ***
French Vanilla Latte (2% Milk),G Latte vanille fr
French Vanilla Latte (Almond Milk,G LF à la fraise ML
French Vanilla Latte (Almond milk),G LF à la vanille ML
French Vanilla Latte (Almond Milk),G LF au chocolat ML
French Vanilla Syrup,G LF chocolat
Fried Egg,G LF fraise
Fries,G LF vanille
Fruit & Fibre Muffin,G Moka ***
Fruit Medley,G Moka menthe ***
Fruit Splash Beverages,G Smo bleuet
Fruitopia Orange,G Smo mangue
Fruitopia Org Syrup,G Smooth bleuet ML
Fruitopia Strawberry,G Smooth mangue ML
Fruitopia Strawberry Passion Awareness,G Thé Earl Grey
Fruitopia Strw Syrup,G Thé pekoe
Fry Display,G Thé vert
Fry Monitor Display,Galette de poulet
Fudge,Garni comme Big Mac
Fudge Sundae,Garni comme Mac
Fuze Iced Tea,Garniture croustillante au car
FUZE Iced Tea,Garniture croustillante au caramel salé
Fuze Iced Tea Syrup,Garniture Mcflurry
Garden Salad(apples & walnuts),Glaçage au fromage à la crème
Garlic Seasoning,Glace
Gingham Holiday Mug,Glace chili limettes
Gold Peak Slightly Sweet Lemon Iced Tea,Glacéau smartwater
Gold Peak Sweet Lemon Iced Tea,"Glacéau vitaminwater baie d'acai, bleuet et grenade"
Golden McFlurry,Glacéau vitaminwater bleuets
Granola,Glacéau vitaminwater orange
Grape Tomatoes,glacée moka
Gravy,Glacée moka  (lait d'amande)
Greek Entrée Salad,Godet crème
Greek Pasta Feta Salad,Godet de lait
Green Dipped Mug,Gonflez V Tr
Green Onions,Graines tournesol
Green Tea,Grand
Grilled Cheese,Grand
Grilled Cheese Sandwich,Grand
Grilled Cheese Sandwiches,Grand americano
Grilled Chicken,Grand Café frappé
Grilled Chicken Patty,Grand café glacé
Grilled Chicken Sandwich,Grand café glacé à la vanille
Grilled Chicken Sandwich,Grand café glacé au caramel
Grilled Chicken Sandwich,Grand café glacé au caramel salé
Grilled Chicken Sandwich Extra Value Meal,Grand café glacé avec boisson à l'avoine
Grilled Frank's RedHot Origina,Grand café glacé avec sirop sans sucre
Grilled Frank's RedHot Original,Grand Café glacé avec sirop sans sucre
Grilled Frank's RedHot Original Extra Value Meal,Grand café infusé
Grilled Frank’s RedHot Origina,Grand café infusé à froid sucré/avoine
Grilled Frank’s RedHot Original Bacon Deluxe,Grand Café infusé aînés
Grilled Frank’s RedHot Original Bacon Deluxe Meal,Grand café infusé décaféiné
Grilled Onions,Grand café infusé décaféiné aînés
Grilled Ranch Snack Wrap,Grand café infusé décaféiné Remplir nouveau
Grilled Snack Wrap,Grand café infusé Remplir nouveau
Ground Coffee & Mug Giftset,Grand cappuccino (lait 2%)
Guacamole,Grand Cappuccino (lait d'amande)
Half Cream,Grand Chai frappé à la vanille
Half Crispy Chicken Patty,Grand Chai frappé à la vanille
Half Decaf,Grand Chocolat chaud (lait 2%)
Half Filet-O-Fish Patty,Grand Coca-Cola
Half Grilled Chicken,Grand Coca-Cola Zero
Half Ice,Grand Coke
Half Milk,Grand Coke Diète
Half Oat Beverage,Grand Frites
Half Splenda,Grand Fruitopia fraises
Half Sugar,Grand Fruitopia orange
Half Syrup,Grand glacée moka
HALLOWEEN GC,Grand jus d'orange
Halloween Gift Certs,Grand jus de pomme
Hamburger,Grand lait ultra-frappé à la fraise
Hamburger Deluxe,Grand lait ultra-frappé à la vanille
Hamburger Deluxe McValue Meal,Grand lait ultra-frappé au chocolat
Hamburger Happy Meal,Grand latte (lait 2%)
Hamburger with Apple slices,Grand latte (lait d'amande)
"Hamburger, No Meat",Grand latte à la caramel (lait 2%)
Happy Meal,Grand latte à la vanille française (lait 2%)
Happy Meal 4 McNuggets with Apple slices,Grand Latte à la vanille française (lait d'amande)
Happy Meal 4 McNuggets with Apple Slices,Grand latte à thé London fog (lait 2%)
Happy Meal 4 McNuggets with Mini Fries,Grand latte au caramel salé (lait 2%)
Happy Meal 4 McNuggets with Mini-fries,Grand latte au thé matcha (lait 2%)
Happy Meal 4 McNuggets with Small Fries,Grand latte avec sirop sans sucre (lait 2%)
Happy Meal 4 McNuggets with Small fries for $2.99,Grand latte avec sirop sans sucre (lait d'amande)
Happy Meal Book only,Grand latte caramel (lait 2%)
Happy Meal Cheeseburger,Grand latte caramel (lait d'amande)
Happy Meal Cheeseburger Mini Fry for $2.99,Grand latte glacé (lait 2%)
Happy Meal Cheeseburger with Apple slices,Grand Latte glacé (lait amande)
Happy Meal Cheeseburger with Apple Slices,Grand latte glacé au matcha (lait 2%)
Happy Meal Cheeseburger with Mini Fries,Grand latte glacé matcha (lait amande)
Happy Meal Cheeseburger with mini-fries,Grand menthe poivrée
Happy Meal Cheeseburger with Small Fries,Grand Moka (lait 2%)
Happy Meal Cheeseburger with Small fries for $2.99,Grand moka glacé
Happy Meal Crispy Chicken Snack Wrap with Apple Slices,Grand Racinette Barq's
Happy Meal Crispy Chicken Snack Wrap with Mini Fries,Grand smoothie fraises-banane
Happy Meal Crispy Chicken Snack Wrap with Small Fries,Grand smoothie grenade-bleuets
Happy Meal Crispy Mayo with Mini Fries,Grand smoothie mangue-ananas
Happy Meal Fish Stick,Grand Sprite
Happy Meal French Book only,Grand thé à la menthe poivrée
Happy Meal Grilled Cheese with Apple Slices,Grand thé à la menthe poivrée aînés
Happy Meal Grilled Cheese with Mini Fries,Grand thé bergamia gris
Happy Meal Grilled Cheese with Small Fries,Grand thé chai éclat
Happy Meal Grilled Chicken Snack Wrap with Apple Slices,Grand thé Earl Grey
Happy Meal Grilled Chicken Snack Wrap with Mini Fries,Grand thé earl grey aînés
Happy Meal Grilled Chicken Snack Wrap with Small Fries,Grand Thé glacé Fuze
Happy Meal Hamburger with Apple slices,Grand thé menthe poivrée aînés
Happy Meal Hamburger with Apple Slices,Grand thé orange pekoe
Happy Meal Hamburger with Mini Fry,Grand thé Orange Pekoe
Happy Meal Hamburger with mini-fries,Grand thé orange pekoe aînés
Happy Meal Hamburger with Small Fries,Grand thé rugissement noir
Happy Meal Hamburger with Small fries for $2.99,Grand thé vert
Happy Meal Hotcakes with Apple Slices,Grand thé vert à la citronnelle
Happy Meal Hotcakes with Hash Browns,Grand thé vert aînés
Happy Meal Hotcakes with Hashbrowns for $2.99,Grande café glacé au caramel salé
Happy Meal Hotcakes with Mini Fry,Grande latte au caramel salé (lait 2%)
Happy Meal Hotcakes with Small Fries,Gratuit moyen boisson
Happy Meal Juice/Milk/Water,Guacamole
Happy Meal Lettuce & Tomato Snack Wrap w/ Apple Slices,H-fromage
Happy Meal Lettuce & Tomato Snack Wrap with Mini Fries,Hamburger
Happy Meal Lettuce & Tomato Snack Wrap with Small Fries,Hamburger avec fromage
Happy Meal Lettuce & Tomato SnackWrap w/ Sml Fries,Hamburger avec fromage de luxe
Happy Meal Mayo Crispy Chicken Snack Wrap with Mini Fries,"Hamburger avec fromage, sans viande"
Happy Meal Nugget,Hamburger De Luxe
Happy Meal snack Wrap,Hamburger fromage
Happy Meal Snack Wrap,"Hamburger fromage, sans viande"
Happy Meal Toy,Hamburger Joueur étoile
Happy Meal Toy - Under 3,"Hamburger, sans viande"
Happy Meal with Apple slices,Hamburgers
Happy Meal with Apple Slices,Hazelnut & Cocoa McPops
Happy Meal with Hash Browns,Honest Kids La Fée des pommes
Happy Meal with Hashbrowns,Honest Kids Super Punch aux Fr
Happy Meal with Mini Fries,Honest Kids Super Punch aux Fruits
Happy Meal with mini-fries,Hummus original
Happy Meal with Mini-fries,J’ai ma tasse (M)
Happy Meal with Small fries,JF Crêpes ***
Happy Meal with Small Fries,JF Fête crêpes
Happy Meals,JF Fête h-from
Harvest Entrée Salad,JF Fête hamb fromage
Hash Brown,JF Fête McCroq
Hash Brown & Coffee,JF Fête McCroquettes
Hash Brown & Medium Premium Roast Coffee,JF Fête wrap
Hash Browns,JF Jouet
Have my Own Cup (Med),JF Jouet garçon
Have my Own Cup (Med),JF Jouet R
Hazelnut & Cocoa McPops,JF poisson ***
Heart Mug,JF Poutine
Heated,JF Sand from fond***
Herb & Garlic Seasoned Fries,JF Wrp-éclair lait+tom***
HM 4 Nuggets & Mini Fry for $2.99,"Joeyeux Festin 4 McCroquettes, petit frites pour 2,99$"
HM 4Nug Chrg,Jouet moins de 3 ans
HM 4Nug Party Charge,Journal post sem
HM 4Nugget ***,Journal post semaine
HM BAGEL ***,Journal post wk-end
HM BAGL ***,Journal quotid
HM Buf Wrap Crispy ***,Journal quotid 4
HM Buf Wrap Grill ***,Journal quotidien
HM Buf Wrp Cr ***,Journal week-end
HM Buf Wrp Gr ***,Journal weekend
HM Cheese Bagl ***,Journal wk-end 4
HM Cheeseburger ***,Journl post wk-end
HM Cheeseburger Mn Fry Yog,Joyeux festin
HM Chkn McBites ***,Joyeux festin 1 pat hach brune
HM Chsb Chrg,Joyeux festin 4 McCroquettes - mini-frites
HM Chsb Party Charge,Joyeux festin 4 McCroquettes - P frites
HM Evry Bagel ***,Joyeux festin 4 McCroquettes - pommes
HM Grilled Cheese ***,Joyeux Festin 4 McCroquettes avec pommes
HM Hambuger ***,"Joyeux Festin 4 McCroquettes, mini frites pour 2,99$"
HM Hamburger ***,"Joyeux Festin 4 McCroquettes, mini-frites"
HM Hamburger Mini Fry,Joyeux Festin avec mini-frites
HM Hamburger Mini Fry for $2.99,Joyeux Festin avec pat hach br
HM Hotcakes ***,Joyeux Festin avec petit frite
HM Htck Chrg,Joyeux festin avec pommes
HM Htck Party Charge,Joyeux Festin avec pommes
HM Let & Tom Snwrp ***,Joyeux festin Crêpes - 1 pat hach brune
HM McEGGY ***,Joyeux festin Crêpes - mini-frites
HM Mgrain Bagel ***,Joyeux festin Crêpes - p frites
HM Plain Bagel ***,Joyeux festin Crêpes - pommes
HM Sesame Bagel ***,"Joyeux Festin Crêpes, pat hach brunes pour 2,99$"
HM Snack Wrap ***,Joyeux festin hamburger - mini-frites
HM Snk Wrap Chrg,Joyeux festin hamburger - P frites
HM Snk Wrap Party Charge,Joyeux festin hamburger - pommes
Hockey Hero Burger,Joyeux Festin Hamburger avec pommes
Hockey Hero Burger Extra Value Meal,Joyeux festin hamburger fromage - mini-frites
Hockey Holiday Mug,Joyeux festin hamburger fromage - P frites
Hockey Tickets,Joyeux festin hamburger fromage - pommes
Holiday Sweater Cup,"Joyeux Festin Hamburger fromage, mini-frites"
Holiday Tree Cup,"Joyeux Festin Hamburger fromage, petit frites pour 2,99$"
Hollandaise-style sauce,"Joyeux Festin Hamburger fromage, pommes"
Homestyle Bun,"Joyeux Festin Hamburger, mini-frites"
Honest Kids Appley Ever After,"Joyeux Festin Hamburger, mini-frites pour 2,99$"
Honest Kids Super Fruit Punch,"Joyeux Festin Hamburger, petit frites pour 2,99$"
Honey,Joyeux festin jouet
Honey Dijon Vinaigrette Dressi,Joyeux festin jouet moins de 3 ans
Honey Dijon Vinaigrette Dressing,Joyeux festin mini-frites
Hot Beverage,Joyeux festin p frites
Hot Chocolate,Joyeux festin P frites
Hot Chocolate (2% Milk),Joyeux festin sandwich fromage fondant - mini-frites
Hot Chocolate (Almond Milk),Joyeux festin sandwich fromage fondant - P frites
Hot Chocolate Packet,Joyeux festin sandwich fromage fondant - pommes
Hot Drink,Joyeux festin Wrap-éclair
Hot Drinks,Joyeux festin Wrap-éclair croust - mini-frites
Hot McCafé,Joyeux festin Wrap-éclair croust - P frites
Hot Mustard,Joyeux festin Wrap-éclair croust - pommes
Hot Reusable Cup,Joyeux festin Wrap-éclair grillé - mini-frites
Hotcake & Sausage Extra Value Meal,Joyeux festin Wrap-éclair grillé - P frites
Hotcake Syrup,Joyeux festin Wrap-éclair grillé - pommes
Hotcakes,Joyeux festin Wrap-éclair laitue et tomate - mini-frites
Hotcakes & Bacon,Joyeux festin Wrap-éclair laitue et tomate - P frites
Hotcakes & Bacon Extra Value Meal,Joyeux festin Wrap-éclair laitue et tomate - pommes
Hotcakes & Sausage,Joyeux festin Wrap-éclair Ranch croust - mini-frites
Hotcakes & Sausage Extra Value Meal,Junior au poulet
Hotcakes & Snacks & Sides,Junior au poulet chili doux
Hotcakes Extra Value Meal,Jus
Hotel Coupon,Jus d'orange
Hunter Sauce: Sweet Chili Sauc,Jus d'orange - Simply Orange
Hunter Sauce: Sweet Chili Sauce,Jus de pomme
Ice,Jus de pomme - Simply Pomme
Ice Coffee with sugar free syrup,"Jus, lait et eau"
Ice Mocha 2S,Jus/lait/bouteille
Ice Mocha Milk,Jus/lait/bouteille d'eau
Iced Coffee,Ketchup
Iced Coffee with sugar free syrup,L Lat M. Crml ***
Iced Latte,L Latte M. Caramel ***
Iced Latte (2% Milk),La Boîte Huntr/x
Iced Latte (Almond Milk),La Boîte-déjeuner Saja Boys
Iced Matcha Tea Latte (2% Milk),Laisser esp
Iced Matcha Tea Latte (Almond Milk),Lait
Iced Mocha,Lait 1%
Iced Mocha (2% Milk),Lait 1% au chocolat
Iced Mocha (almond milk),Lait 2%
Iced Mocha (Almond Milk),Lait chocolat
In a Cup,lait d'amande
Italian Herb Sauce,Lait frappé à la fraise
Jam with knife,Lait frappé à la menthe
Jr Chicken,"Lait frappé à la menthe, format collation"
Jr Chicken Meal Deal,"Lait frappé à la menthe, format moyen"
Juice,"Lait frappé à la menthe, grand format"
Juice Deposit,"Lait frappé à la menthe, petit format"
Juice Pack Deposit,Lait frappé à la vanille
"Juice, Milk & Water",Lait frappé au chocolat
Juice/Milk/Water,Lait glacee
Junior Chicken,Lait ultra-frappé
Junior Chicken McValue Meal,Lait ultra-frappé à la fraise
K-Cup & Tumbler Giftset,Lait ultra-frappé à la vanille
K-Pop Demon Hunters,Lait ultra-frappé au chocolat
K-Pop Demon Hunters Photocard,Laits frappés
K-Pop Demon Hunters Photocard Pack,Laitue
K-Pop Photocard Pack,Large
Ketchup,Large Cup
Ketchup Packet,Latte
Keychain,Latte (lait 2%)
Kid's Mac,Latte (lait aux amandes)
Kiddie Cone,Latte (lait d'amande)
Knives,Latte à la caramel (lait 2%)
L  Hot Choc ***,Latte à la crème brûlée (lait 2%)
L Apple Juice,"Latte à la van fr, format moyen (lait aux amandes)"
L Cap Syrup ***,"Latte à la van fr, grand format (lait aux amandes)"
L Cappuccino ***,"Latte à la van fr, petit format (lait aux amandes)"
L Cappuccino Syrup ***,Latte à la vanille française (lait 2%)
L Caramel Choc Latte ***,Latte à la vanille française (lait aux amandes)
L Caramel Choc Mocha ***,Latte à la vanille française (lait d'amande)
L Caramel Latte ***,Latte à thé chai cardamome (lait 2%)
L Chai Latte ***,Latte à thé chai cardamome (lait écrémé)
L Choc Chip Lat ***,Latte à thé London fog (lait 2%)
L Hot Choc  ***,Latte à thé London fog (lait sans lactose)
L Hot Choc ***,Latte au caramel (lait 2%)
L Hot Choc Mint ***,Latte au caramel (lait aux amandes)
L Hot Chocolate ***,Latte au caramel salé (lait 2%)
L Hot Water,Latte au caramel salé (lait amande)
L Hot Wht Choc ***,"Latte au caramel salé, grand format (lait amande)"
L Ice Latte ***,"Latte au caramel salé, moyen format (lait amande)"
L Iced Matcha Latte ***,"Latte au caramel salé, petit format (lait amande)"
L Lat Caramel ***,"Latte au caramel, format moyen (lait aux amandes)"
L Lat Chc Chp ***,"Latte au caramel, grand format (lait aux amandes)"
L Lat Cml Choc ***,"Latte au caramel, petit format (lait aux amandes)"
L Lat M. Caramel ***,Latte au chocolat et à la noisette (lait 2 %)
L Lat M. Caramel***,Latte au thé chai (lait 2 %)
L Lat M. Crml ***,Latte au thé chai (lait aux amandes)
L Lat Pump ***,"Latte au thé chai, format moyen (lait 2 %)"
L Lat Pumpkin Crml ***,"Latte au thé chai, format moyen (lait aux amandes)"
L Lat SF ***,"Latte au thé chai, grand format (lait 2 %)"
L Lat Syrup ***,"Latte au thé chai, grand format (lait aux amandes)"
L Latte ***,"Latte au thé chai, petit format (lait 2 %)"
L Latte Cml Choc ***,"Latte au thé chai, petit format (lait aux amandes)"
L Latte Mint ***,Latte au thé matcha (lait 2 %)
L Latte Mint R ***,Latte au thé matcha (lait 2%)
L Latte Pumpkin ***,Latte au thé matcha (lait aux amandes)
L Latte Syrup ***,"Latte au thé matcha, format moyen (lait 2 %)"
L Lndn Fog Latte ***,"Latte au thé matcha, grand (lait aux amandes)"
L Matcha Latte ***,"Latte au thé matcha, grand format (lait 2 %)"
L Mocha ***,"Latte au thé matcha, moyen (lait aux amandes)"
L Mocha Cml Choc ***,"Latte au thé matcha, petit (lait aux amandes)"
L Mocha Mint ***,"Latte au thé matcha, petit format (lait 2 %)"
L Mocha Wht Choc ***,Latte avec sirop sans sucre (lait 2%)
L Orange Juice,Latte avec sirop sans sucre (lait aux amandes)
L Slt Caramel Latte ***,Latte avec sirop sans sucre (lait d'amande)
L Sltd Crml Latte***,Latte caramel (lait 2%)
L Sugar Free Latte ***,Latte caramel (lait d'amande)
L Van Latte ***,Latte citrouille (lait 2%)
L Water,Latte glacé
Large,Latte glacé (lait 2%)
Large,Latte glacé (lait amande)
Large Barq's Root Beer,Latte glacé au chocolat et à la noisette (lait 2 %)
Large Blueberry Pomegranate Smoothie,Latte glacé au matcha (lait 2%)
Large Breakfast Poutine,Latte glacé matcha (lait amande)
Large Cappuccino (Almond Milk),Latte London Fog (lait 2 %)
Large Caramel Iced Coffee,Latte London Fog (lait aux amandes)
Large Chocolate Shake,"Latte London Fog, format moyen (lait 2 %)"
Large Clear Cup,"Latte London Fog, format moyen (lait aux amandes)"
Large Coke,"Latte London Fog, grand format (lait 2 %)"
Large Cup,"Latte London Fog, grand format (lait aux amandes)"
Large Cup FS,"Latte London Fog, petit format (lait 2 %)"
Large Decaf Coffee,"Latte London Fog, petit format (lait aux amandes)"
Large Diet Coke,"Latte, format moyen (lait aux amandes)"
Large Earl Grey Tea,"Latte, grand format (lait aux amandes)"
Large French Fries,"Latte, petit format (lait aux amandes)"
Large French Vanilla Latte,Le Grand M
Large French Vanilla Latte (2% milk),Légèrement grillé
Large Fries,Les guerrières de la K-pop
Large Green Tea,"LF chocolat, format col."
Large Mango Smoothie,"LF fraise, format col."
Large Orange Pekoe Tea,"LF vanille, format col."
Large Peppermint Tea,Livraison
Large Poutine,Livre Ou Jouet
Large Premium Roast Coffee,Livret avec un Joyeux festin
Large Senior's Decaf Coffee,Livret fr avec Joyeux festin
Large Senior's Earl Grey Tea,Livret français avec un Joyeux festin
Large Senior's Green Tea,Livret français seul
Large Senior's Orange Pekoe Tea,Livret seul
Large Senior's Peppermint Tea,M Café
Large Spicy Buffalo Crispy Poutine,M Café décaf infusé
Large Spicy Buffalo Grilled Poutine,M Café frappé + crème fouettée + coulis au choc.
Large Spicy Crisp Poutine,M Capp sirop ***
Large Sprite,M Cappuccino ***
Large Strawberry Banana Smoothie,M Cappuccino R ***
Large Strawberry Shake,M Cappuccino Sirop ***
Large Vanilla Shake,M Cappuccino Sirop R***
Late Night Bundle,M Chai frappé van. + cr. fouettée + coulis au choc.
Late Night Bundle (Serves 4),M Choc ch ment ***
Latte,M Coke
Latte (2% Milk),M Déca infusé
Latte (Almond milk),M Eau chaude
Latte (Almond Milk),M Eau froide
Latte French Vanilla (@%),M Frites
Latte French Vanilla (2% Milk),M Lat caramel ***
Latte or Cappuccino,M Lat cml salé***
Latte with sugar free syrup (2% Milk),M Lat M. Car ***
Latte with sugar free syrup (Almond Milk),M Lat M. Crml ***
