en-CA,fr-CA
Lightly Toasted,M Latte glacé au chocolat et à la noisette (lait 2 %)
Like a Mac,M Latte glacé L ***
Liquid Sugar,M Latte M. Caramel ***
Local Coupon,M Latte menthe ***
London Fog Tea Latte (2% Milk),M Latte pép choc ***
London Fog Tea Latte (Almond Milk),M Latte sirop ***
Long Espresso,M Latte Sirop ***
LOVE CANADA TUMBLER,M Latte Sirop R ***
Love Mug,M Latte ss ***
Lrg Americano,M Latte vanille ss ***
Lrg Apple Juice,M LF à la fraise ML
Lrg Barq's Root Beer,M LF à la vanille ML
Lrg Bergamia Grey Tea,M LF au chocolat ML
Lrg Blueberry Pomegranate Real Fruit Smoothie,M LF chocolat
Lrg Cappuccino (2% Milk),M LF fraise
Lrg Cappuccino (Almond Milk),M LF vanille
Lrg Caramel Cream Cold Brew,M Moka ***
Lrg Caramel Iced Coffee,M Moka menthe ***
Lrg Caramel Latte (2% Milk),M Smo bleuet
Lrg Caramel Latte (Almond milk),M Smo mangue
Lrg Caramel Latte (Almond Milk),M Smooth bleuet ML
Lrg Chai Cardamom Tea Latte (2% Milk),M Smooth mangue ML
Lrg Chai Cardamom Tea Latte (Almond Milk),M Thé Earl Grey
Lrg Chai Glow Tea,M Thé pekoe
Lrg Chocolate Hazelnut Iced Latte (2% Milk),M Thé vert
Lrg Chocolate Hazelnut Latte (2% Milk),Macpoulet
Lrg Chocolate Triple Thick Milkshake,MacPoulet
Lrg Coca-Cola,MacPoulet épicé avec habanero
Lrg Coffee,MacPoulet et Côte
Lrg Coffee Frappé,Make it a Meal
Lrg Coffee Frappé w/ Whipped Cream & Choc Drizzle,Margarine
Lrg Coffee Refill,Margarine avec couteau
Lrg Coke Zero,Masques
Lrg Cold Brew,McCafe
Lrg Cold Brew with Sugar-Free Syrup & Cream,McCafé Latte
Lrg Decaf Coffee,McCôte
Lrg Decaf Coffee Refill,McCrêpes
Lrg Diet Coke,McCrêpes  avec œuf et fromage
Lrg Earl Grey Tea,McCrêpes avec œuf et fromage
Lrg French Vanilla Cream Cold Brew,McCrêpes avec œuf et fromage
Lrg French Vanilla Latte  (2% Milk),McCrêpes Suprême
Lrg French Vanilla Latte (Almond milk),McCroquettes
Lrg French Vanilla Latte (Almond Milk),McCroustillant
Lrg Fries,McCroustillant avec sauce orig
Lrg Fruitopia Orange,McCroustillant avec sauce originale Frank's RedHot
Lrg Fruitopia Strawberry,McCroustillant de luxe avec ba
Lrg Fuze Iced Tea,McCroustillant de luxe avec bacon
Lrg Green Tea,McCroustillant de luxe avec bacon épicé
Lrg Hot Chocolate (2% Milk),McCroustillant de luxe bac sce
Lrg Hot Chocolate (Almond Milk),McCroustillant de luxe bac sce orig Frank's RedHot
Lrg Iced Coffee,McCroustillant épicé
Lrg Iced Coffee with sugar free syrup,McCroustillant épicé
Lrg Iced Latte (2% Milk),McCroustillant épicé de luxe avec bacon
Lrg Iced Latte (Almond Milk),McCroustillant épicé dlx baco
Lrg Iced Matcha Tea Latte (2% Milk),McDo BLT
Lrg Iced Matcha Tea Latte (Almond Milk),McDouble
Lrg Iced Mocha (2% Milk),McÉpicé
Lrg Iced Mocha (Almond Milk),McFlurry
Lrg Latte  (2% Milk),McFlurry caramel salé
Lrg Latte (Almond milk),"McFlurry caramel salé, format classique"
Lrg Latte (Almond Milk),"McFlurry caramel salé, format collation"
Lrg Latte with sugar free syrup (2% Milk),McFlurry Gâteau au fromage et caramel
Lrg Latte with sugar free syrup (Almond Milk),McFlurry Gâteau au fromage et chocolat fondant
Lrg Lemon Fruit Splash,McFlurry Gâteau au fromage et Oreo
Lrg Lemongrass Green Tea,McFlurry Oreo
Lrg London Fog Tea Latte (2% Milk),McFlurry Skor
Lrg London Fog Tea Latte (Almond Milk),McFlurry Smarties
Lrg Mango Pineapple Real Fruit Smoothie,McMuffin avec œuf et fromage
Lrg Matcha Tea Latte (2% Milk),McMuffin BLT avec oeuf
Lrg Matcha Tea Latte (Almond Milk),"McMuffin et P café X,XX$"
Lrg McCafé Mocha (2% Milk),McMuffin et petit café
Lrg Mocha (2% Milk),McMuffin Suprême
Lrg Nite Sprite,McPops
Lrg Oat Iced Coffee,McPops au chocolat blanc
Lrg Orange Juice,McPops aux baies
Lrg Orange Pekoe Tea,McVégé
Lrg Peppermint Tea,McVégé - repas Bâtons des étoiles de la LNH
Lrg Premium Roast Coffee,McVégé avec Frank’s RedHot
Lrg Premium Roast Decaf Coffee,McVégé avec sauce originale Frank’s RedHot
Lrg Roaring Black Tea,McVégé de luxe
Lrg Senior Orange Pekoe Tea,McVégé épicé
Lrg Senior Peppermint Tea,McVégé épicé - repas Bâtons des étoiles de la LNH
Lrg Senior's Coffee,McVégé épicé de luxe
Lrg Shamrock Shake,McVégé et wraps
Lrg Sprite,McVeggie
Lrg Strawberry Banana Smoothie,McWrap bacon et poulet grillé
Lrg Strawberry Triple Thick Milkshake,McWrap bacon poulet grillé
Lrg Sweetened Cold Brew with Cream,McWrap cajun et poulet grillé
Lrg Sweetened Cold Brew with Oat Beverage,McWrap cajun poulet grillé
Lrg Vanilla Chai Frappé,McWrap césar et poulet grillé
Lrg Vanilla Iced Coffee,McWrap césar poulet grillé
Lrg Vanilla Triple Thick Milkshake,McWrap Chili doux
Lrg Watermelon Lime Fruit Splash,McWrap Chili doux
LTO Sauce 1,McWrap Chili doux avec poulet croustillant
LTO Sauce 2,McWrap Chili doux avec poulet grillé
Lunch & Dinner Menu,McWrap chipotle crémeuse
M  Hot Choc ***,McWrap Lime vivifiante
M Apple Juice,McWrap poulet croustillant et sauce chipotle crémeuse
M Cap ***,McWrap Poulet et bacon
M Cap Syrup ***,McWrap Poulet et bacon avec poulet croustillant
M Cappuccino ***,McWrap Poulet et bacon avec poulet grillé
M Cappuccino Syrup ***,McWrap poulet grillé et sauce chipotle crémeuse
M Caramel Choc Latte ***,McWrap sauce Ranch à l’avocat
M Caramel Choc Mocha ***,McWrap sauce Ranch à l’avocat crémeuse
M Caramel Latte ***,McWrap sauce Ranch à l’avocat crémeuse avec poulet croustill
M Chai Latte ***,McWrap sauce ranch cajun
M Choc Chip Lat ***,McWrap sauce ranch cajun
M Hot Choc  ***,McWrap Signature bacon et poulet grillé
M Hot Choc ***,McWrap Signature cajun et poulet grillé
M Hot Choc Mint ***,McWrap Signature césar et poulet grillé
M Hot Chocolate ***,Medium Cup
M Hot Water,Medium Moka (lait 2%)
M Hot Wht Choc ***,Mélange aux légumes
M Ice Latte ***,Mélange Burritos
M Iced Matcha Latte ***,Mélange de fruits
M Lat Caramel ***,Menthe poivrée
M Lat Chc Chp ***,Menthe poivrée aînés
M Lat Cml Choc ***,Menu de nuit
M Lat M. Caramel ***,Menu du déjeuner
M Lat M. Caramel***,Menu du dîner/souper
M Lat M. Crml ***,Menu Frank's RedHot
M Lat Pump ***,Menu McValeur
M Lat Pumpkin Crml ***,Miel
M Lat SF ***,Mini
M Lat Syrup ***,Mini Potato Hash Browns
M Latte ***,Mini-cornet à la vanille
M Latte Cml Choc ***,MiW Hasbro
M Latte Pumpkin ***,MiW Softserve
M Latte Syrup ***,Moitié boisson à l'avoine
M Lndn Fog Latte ***,Moitié sirop
M Matcha Latte ***,Moka
M Matcha Tea Latte ***,Moka  (lait 2%)
M Mint Latte ***,Moka (lait 2%)
M Mint Latte L ***,Moka (lait aux amandes)
M Mint Latte R ***,Moka glacé
M Mint Latte R***,"Moka, format moyen (lait aux amandes)"
M Mocha ***,"Moka, grand format (lait aux amandes)"
M Mocha Cml Choc ***,"Moka, petit format (lait aux amandes)"
M Mocha Mint ***,Monterey Jack
M Mocha White Choc ***,Morceaux de gâteau au fromage
M Orange Juice,Morceaux Nanaimo
M Sugar Free Latte ***,Morceaux Reese's
M Van Latte ***,Morceaux Smarties
M Water,Mousse
Make it a meal,Moutarde
Make it a Meal,Moutarde à l’érable
Make It a Meal,Moutarde de dijon crémeuse
Mango Pineapple Real Fruit Smoothie,Moyen
Mango Pineapple Smoothie,Moyen americano
Mango Smoothie,Moyen café
Map Mug,Moyen Café frappé
Maple & Cheddar Chkn ***,Moyen café glacé
Maple & Cheddar Chkn EVM ***,Moyen café glacé à la vanille
Maple Leaf Cup,Moyen café glacé au caramel
Maple Leaf Tumblr,Moyen café glacé avec boisson à l'avoine
Maple Mustard Sauce,Moyen café glacé avec sirop sans sucre
Maple Syrup,Moyen Café glacé avec sirop sans sucre
Margarine,Moyen café infusé
Margarine with knife,Moyen café infusé à froid
Mask,Moyen café infusé à froid avec sirop sans sucre et crème
Matcha Tea Latte (2% Milk),Moyen café infusé à froid caramel et crème
Matcha Tea Latte (Almond Milk),Moyen café infusé à froid sucré avec crème
Mayo Chicken Snack Wrap with Grilled Chicken,Moyen café infusé à froid sucré/avoine
Mayo Grilled Snack Wrap,Moyen café infusé à froid vanille française et crème
Mayo Snack Wrap with Grilled Chicken,Moyen café infusé aînés
Mayo-Style Sauce,Moyen café infusé décaféiné
Mayo-Style Sauce Packet,Moyen café infusé décaféiné aînés
MCafe Upchrg,Moyen café infusé décaféiné Remplir nouveau
McCafé Chocolate Syrup,Moyen café infusé Remplir nouveau
McCafé Coupon,Moyen cappuccino (lait 2%)
McCafé Especialty,Moyen cappuccino (lait d'amande)
McCafé Hot Beverage,Moyen Chai frappé à la vanille
McCafé Hot Espresso,Moyen Chocolat chaud  (lait 2%)
McCafé Hot Speciality,Moyen Coca-Cola
McCafé Latte,Moyen Coca-Cola Zero
McCafé Mocha (2% Milk),Moyen Coke
McCafe Mug,Moyen Coke Diète
McCafe Upcharge,Moyen frites
McChicken,Moyen Frites
McChicken & Side Deal,Moyen Fruitopia fraises
McChicken Extra Value Meal,Moyen Fruitopia orange
McCrispy,Moyen jus d'orange
McCrispy Extra Value Meal,Moyen jus de pomme
McDouble,Moyen lait ultra-frappé à la fraise
McDouble (DLM),Moyen lait ultra-frappé à la vanille
McDouble (like Mac),Moyen lait ultra-frappé au chocolat
McDouble McValue Meal,Moyen latte (lait 2%)
McDouble Meal Deal,Moyen latte (lait d'amande)
McFlurry,Moyen latte à la vanille française (lait 2%)
McFlurry Toppings,Moyen Latte à la vanille française (lait 2%)
McGriddle,Moyen Latte à la vanille française (lait d'amande)
McGriddles,Moyen latte à thé London fog (lait sans lactose)
McGriddles Sandwiches,Moyen latte au thé matcha (lait 2%)
McMuffin & S Coffee offer,Moyen latte avec sirop sans sucre (lait 2%)
McMuffin & S Coffee Offer,Moyen latte avec sirop sans sucre (lait aux amandes)
McMuffin Sandwich,Moyen latte avec sirop sans sucre (lait d'amande)
McMuffin Sandwiches,Moyen latte caramel (lait 2%)
McNugget Sauces,Moyen latte caramel (lait d'amande)
McNuggets,Moyen latte glacé (lait 2%)
McPops,Moyen Latte glacé (lait amande)
McRib,Moyen latte glacé au matcha (lait 2%)
McSpicy,Moyen latte glacé matcha (lait amande)
McValue Meals,Moyen menthe poivrée
McValue Menu,Moyen Moka (lait 2%)
McVeggie,Moyen moka glacé
McVeggie - NHL Star Sticks Meal,Moyen Racinette Barq's
McVeggie & Wraps,Moyen smoothie fraises-banane
McVeggie Deluxe,Moyen smoothie grenade-bleuets
McVeggie Deluxe Extra Value Meal,Moyen smoothie mangue-ananas
McVeggie Extra Value Meal,Moyen Splash fraîcheur au citron
McWrap,Moyen Splash fraîcheur au melon d’eau et à la lime
McWrap Bacon ***,Moyen Sprite
McWrap Chili ***,Moyen Sprite nocturne
McWrp Bacon ***,Moyen thé à la menthe poivrée
McWrp Chili ***,Moyen thé à la menthe poivrée aînés
McWRP SRSLY BACON***,Moyen thé bergamia gris
Meal Deal,Moyen thé chai éclat
Meal with a side,Moyen thé Earl Grey
Meat Patty,Moyen thé earl grey aînés
Med Americano,Moyen Thé glacé Fuze
Med Americano Coffee,Moyen thé menthe poivrée aînés
Med Apple Juice,Moyen thé orange pekoe
Med Barq's Root Beer,Moyen thé Orange Pekoe
Med Bergamia Grey Tea,Moyen thé orange pekoe aînés
Med Blueberry Pomegranate Real Fruit Smoothie,Moyen thé rugissement noir
Med Blueberry Pomegranate Smoothie,Moyen thé vert
Med Cappuccino (2% Milk),Moyen thé vert à la citronnelle
Med Cappuccino (Almond Milk),Moyen thé vert aînés
Med Caramel Cream Cold Brew,MoyenChocolat chaud  (lait 2%)
Med Caramel Iced Coffee,Muesli
Med Caramel Latte (2% Milk),Muffin anglais
Med Caramel Latte (Almond milk),Muffin anglais avec beurre
Med Caramel Latte (Almond Milk),Muffin aux bananes et aux morceaux de chocolat
Med CaramelLatte (2% Milk),Muffin aux pépites de chocolat
Med Chai Cardamom Tea Latte (2% Milk),Muffin aux pépites de chocolat
Med Chai Cardamom Tea Latte (Almond Milk),Muffin bananes morceaux choco
Med Chai Glow Tea,Muffin bleuets
Med Chocolate Hazelnut Iced Latte (2% Milk),Muffin Brownie au Chocolat
Med Chocolate Hazelnut Latte (2% Milk),Muffin canneberges et orange
Med Chocolate Triple Thick Milkshake,Muffin carottes
Med Coca-Cola,Muffin fruits et fibres
Med Coffee,Muffins
Med Coffee Frappé,Muffins cuits au four
Med Coffee Frappé w/ Whipped Cream & Choc Drizzle,Nature
Med Coffee Refill,NB Softserve
Med Coke Zero,Noir
Med Cold Brew,Oe bac crêp rôt bla
Med Cold Brew with Sugar-Free Syrup & Cream,Oe bac crêp rôt blé
Med Decaf Coffee,Oeuf frit
Med Decaf Coffee Refill,Œuf frit
Med Diet Coke,Oeuf McMuf PHB
Med Earl Grey Tea,Oeuf McMuffin
Med French Vanilla Cream Cold Brew,Œuf McMuffin
Med French Vanilla Latte (2% Milk),Oeuf McMuffin avec bacon et Patates hachées brunes duo
Med French Vanilla Latte (Almond milk),Oeuf McMuffin avec saucisse et Patates hachées brunes duo
Med French Vanilla Latte (Almond Milk),Oeuf McMuffin BLT
Med Fries,Oeuf McMuffin et Patates hachées brunes duo
Med Fruitopia Orange,Oeuf McMuffin et PHB
Med Fruitopia Strawberry,Oeuf McMuffin et phb duo
Med Fuze Iced Tea,Oeuf McMuffin sauc et phb duo
Med Green Tea,Œuf McMuffin sauce à l’ail sty
Med Hot Chocolate (2% Milk),Œuf McMuffin sauce à l’ail style Frank’s
Med Hot Chocolate (Almond Milk),Œuf rond
Med Iced Coffee,Offre 1 trio
Med Iced Coffee with sugar free syrup,Offre 2 trios
Med Iced Latte (2% Milk),Offre de 2 sandwichs Oeuf McMu
Med Iced Latte (Almond Milk),Offre de 2 sandwichs Oeuf McMuffin
Med Iced Matcha Tea Latte (2% Milk),Offre de 3 H-Fromage ou hambur
Med Iced Matcha Tea Latte (Almond Milk),Offre de 3 H-Fromage ou hamburgers
Med Iced Mocha (2% Milk),Oign grillé lamelle
Med Iced Mocha (almond milk),Oignons
Med Latte (2% Milk),Oignons caramélisés
Med Latte (Almond milk),Oignons croustillants
Med Latte (Almond Milk),Oignons verts
Med Latte with sugar free syrup (2% Milk),OMRM Livre de Coupons
Med Latte with sugar free syrup (Almond Milk),Optez pour un trio
Med Lemon Fruit Splash,Optez pour un Trio
Med Lemongrass Green Tea,Optez pour unTrio
Med London Fog Tea Latte (2% Milk),Ordinaire
Med London Fog Tea Latte (Almond Milk),Oreo
Med Mango Pineapple Real Fruit Smoothie,P Café décaf infusé
Med Mango Smoothie,P Café frappé + crème fouettée + coulis au choc.
Med Matcha Tea Latte (2% Milk),P Capp sirop ***
Med Matcha Tea Latte (Almond Milk),P Cappuccino ***
Med McCafé Mocha (2% Milk),P Cappuccino Sirop ***
Med Mocha (2% Milk),P Cappuccino Sirop R ***
Med Mocha (Almond Milk),P Chai frappé van. + cr. fouettée + coulis au choc.
Med Mocha(2% Milk),P Choc ch ment ***
Med Nite Sprite,P chocolat chaud ***
Med Oat Iced Coffee,P Coke
Med Orange Juice,P Déca infusé
Med Orange Pekoe Tea,P Eau chaude
Med Peppermint Tea,P Eau froide
Med Premium Roast Coffee,P Frites
Med Premium Roast Decaf Coffee,P Jus d'orange
Med Roaring Black Tea,P Jus de pomme
Med Senior Orange Pekoe Tea,P Lat M. Car ***
Med Senior Peppermint Tea,P Lat M. Crml ***
Med Shamrock Shake,P Lat pép choc ***
Med Sprite,P Latte
Med Strawberry Banana Smoothie,P Latte ***
Med Strawberry Triple Thick Milkshake,P Latte au chocolat et à la noisette (lait 2 %)
Med Sweetened Cold Brew with Cream,P Latte glacé ***
Med Sweetened Cold Brew with Oat Beverage,P Latte glacé au chocolat et à la noisette (lait 2 %)
Med Vanilla Chai Frappé,P Latte glacé R ***
Med Vanilla Iced Coffee,P Latte M. Caramel ***
Med Vanilla Triple Thick Milkshake,P Latte menthe ***
Med Watermelon Lime Fruit Splash,P Latte pép choc ***
Mediterranean Feta Sauce,P Latte sirop ***
Medium,P Latte Sirop ***
Medium Cappuccino (Almond Milk),P Latte SS
Medium Chocolate Shake,P Latte ss ***
Medium Clear Cup,P LF à la fraise ML
Medium Coffee,P LF à la vanille ML
Medium Coke,P LF au chocolat ML
Medium Cup,P LF chocolat
Medium Cup FS,P LF fraise
Medium Decaf Coffee,P LF vanille
Medium Earl Grey,P Moka ***
Medium French Fries,P Moka glacé ***
Medium French Vanilla Latte (2% milk),P Moka menthe ***
Medium Fries,P Mokaccino
medium fry,P Thé Earl Grey
Medium Green Tea,P Thé pekoe
Medium Orange Pekoe Tea,P Thé vert
Medium Peppermint Tea,P’tits beignes
Medium Senior's Coffee,Paille
Medium Senior's Decaf Coffee,Paille flexible
Medium Senior's Earl Grey Tea,Pailles
Medium Senior's Green Tea,Pains-crêpes
Medium Senior's Orange Pekoe Tea,Panier café moulu
Medium Senior's Peppermint Tea,Parmesan râpé
Medium Soft Drinks,Pas de sac
Medium Strawberry Shake,Pas maintenant
Medium Vanilla Shake,Pat hach brunes
MediumSoft Drinks,Patates hach brunes
Melon Trio,Patates hachées brunes
Mgrn Bgl w/ Sprd VM ***,Patates hachées brunes et café
Mgrn Bgl w/Sprd VM ***,Pâté de boeuf
Mighty McGriddles,Pâté de bœuf
Mighty McGriddles Extra Value Meal,Pâté de saucisse
Mighty McMuffin,Pâté poulet gril
Mighty McMuffin Extra Value Meal,Pâté Végé
Milk,Pâtisseries
Milk 250mL,Pâtisseries et desserts
Milk Bottle,Petit
Milk Deposit,Petit americano
Milk Packet,Petit café frappé
Milk Type,Petit Café frappé
Milkshakes,Petit café glacé
Mini,Petit café glacé à la vanille
Mini Baguette Bun,Petit café glacé au caramel
Mini Fries,Petit café glacé avec boisson à l'avoine
Mini Potato Hash Browns,Petit café glacé avec sirop sans sucre
MiW Hasbro,Petit Café glacé avec sirop sans sucre
MiW Softserve,Petit café infusé
Mixed Greens,Petit Café infusé
Mocha,Petit café infusé à froid
Mocha (2% Milk),Petit café infusé à froid avec sirop sans sucre et crème
Mocha (Almond Milk),Petit café infusé à froid caramel et crème
Monterey Jack Jalapeno,Petit café infusé à froid sucré avec crème
Moose Mug,Petit café infusé à froid sucré/avoine
Moose Stainless Cup,Petit café infusé à froid vanille française et crème
More Burgers,Petit café infusé aînés
More Chicken,Petit café infusé décaféiné
More Snacks,Petit café infusé décaféiné aînés
More Snacks & Sides,Petit café infusé décaféiné Remplir nouveau
Mozzarella Cheese,Petit café infusé Remplir nouveau
Muffin & Coffee Pairing,Petit cappuccino (lait 2%)
Mustard,Petit Cappuccino (lait d'amande)
Nacho Cheese Sauce,Petit Chai frappé à la vanille
Nanaimo Crumbs,Petit chocolat chaud
Napkins,Petit Chocolat chaud (lait 2%)
Natural Cheddar,Petit Coca-Cola
NB Softserve,Petit Coca-Cola Zero
NESTEA Iced Tea,Petit Coke
NHL Star Sticks,Petit Coke Diète
NHL Star Sticks - Add to order,Petit Fries
NHL Star Sticks Meal,Petit Frites
Nite Sprite,Petit Fruitopia fraises
No Accessories,Petit Fruitopia orange
No Aioli Sauce,Petit glacée moka
No bag,Petit glacée moka (lait d'amande)
No Bag,Petit jus d'orange
No Cold Lid,Petit jus de pomme
No Ice,Petit lait ultra-frappé à la fraise
No Jam,Petit lait ultra-frappé à la vanille
No Ketchup Packets,Petit lait ultra-frappé au chocolat
No Meat,Petit latte (lait 2%)
No Salad Dressing,Petit latte (lait d'amande)
No Sauce,Petit latte à la caramel (lait 2%)
No Straw,Petit latte à la crème brûlée (lait 2%)
No Tartar Dip,Petit latte à la vanille française (lait 2%)
No Toy,Petit Latte à la vanille française (lait 2%)
No Utensils,Petit Latte à la vanille française (lait d'amande)
No Whipped Cream,Petit latte à thé chai cardamome (lait 2%)
Not This Time,Petit latte à thé chai cardamome (lait écrémé)
Nugget Sauce,Petit latte à thé London fog (lait 2%)
Oat Beverage,Petit latte au caramel (lait 2%)
Oat Iced Coffee,Petit latte au thé matcha (lait 2%)
On The Side,Petit latte avec sirop sans sucre (lait 2%)
Onion Crisps,Petit latte avec sirop sans sucre (lait aux amandes)
Onions,Petit latte avec sirop sans sucre (lait d'amande)
OR - Food,Petit latte caramel (lait d'amande)
OR - Fundraising,Petit latte citrouille (lait 2%)
OR - Grease,Petit latte glacé (lait 2%)
OR - McHappy Day,Petit Latte glacé (lait amande)
OR - Miscellaneous,Petit latte glacé au matcha (lait 2%)
OR - Orange,Petit latte glacé matcha (lait amande)
OR - Paper,Petit menthe poivrée
OR - Pay for Play,Petit Moka (lait 2%)
OR - Remit Credit Sales,Petit Moka glacé
OR - US Exchange,Petit pain
OR - Vending (ONT),Petit pain aux graines de sésa
OR - Vending (QC),Petit pain aux graines de sésame blanches et noires
OR - Vending MDSE,Petit pain aux graines de sésame et de pavot
Orange Juice,Petit pain aux graines de sésame scarifié
Orange Pekoe Tea,Petit pain aux pommes de terre
Orange Vitamin Water,Petit pain campagnard
Order Complete,Petit pain graines de sésame
Oreo Cheesecake McFlurry,Petit Racinette Barq's
Oreo McFlurry,Petit smoothie fraises-banane
Oreo Pieces,Petit smoothie grenade-bleuets
Original Hummus,Petit smoothie mangue-ananas
Ornaments Holiday Mug,Petit Splash fraîcheur au citron
Ornaments Mug,Petit Splash fraîcheur au melon d’eau et à la lime
Other Cold Drinks,Petit Sprite
Other Condiments,Petit Sprite nocturne
Other Drinks,Petit thé à la menthe poivrée
Other Hot Drinks,Petit thé à la menthe poivrée aînés
Other Receipts,Petit thé bergamia gris
Overnight Menu,Petit thé chai éclat
Own Cup,Petit thé Earl Grey
Own Cup Bergamia Grey Tea,Petit thé earl grey aînés
Own Cup Decaf Coffee,Petit Thé glacé Fuze
Own Cup Earl Grey Tea,Petit thé menthe poivrée aînés
Own Cup Green Tea,Petit thé orange pekoe
Own Cup New Orange Pekoe Tea,Petit thé Orange Pekoe
Own Cup Orange Pekoe Tea,Petit thé orange pekoe aînés
Own Cup Peppermint Tea,Petit thé rugissement noir
Own Cup Premium Roast Brewed Coffee,Petit thé vert
Own Cup Senior Earl Grey Tea,Petit thé vert à la citronnelle
Own Cup Senior Green Tea,Petit thé vert aînés
Own Cup Senior Orange Pekoe Tea,Petites salades
Own Cup Senior Peppermint Tea,Petites salades/Wraps
Pad Thai Salad,Pichet de lait d'amande
Pairing with Soup,Placeholder 1
Parmesan Cheese,Placeholder 2
Party Charge,Placeholder 3
Peach Mango Syrup,Placeholder 4
Peanut Butter,Placeholder 5
Peanut butter with knife,Placeholder 6
Pepper Packet,Placeholder 7
Peppermint Tea,Placeholder 8
Pick Your Own 2 McPops,Placeholder 9
Pick Your Own 6 Baked Muffins,Placeholder Sub 1
Pick Your Own 6 McPops,Placeholder Sub 2
Pick Your Own 6 Muffins,Placeholder Sub 3
Pickles,Plateu boisson
Pie,Poisson
Pine Branch Mug,Poitrine de poulet croustillan
Pitcher Almond Milk,Poitrine de poulet croustillant
Placeholder 1,Poitrine de poulet grillé
Placeholder 2,Poitrine poul/croust.
Placeholder 3,Poitrine poulet croust
Placeholder 4,Poitrine poulet grillé
Placeholder 5,Poivre
Placeholder 6,Poivrons rouges
Placeholder 7,Pomme
Placeholder 8,Pommes
Placeholder 9,Port poul gr
Placeholder Sub 1,Porte-clés
Placeholder sub 2,Portez pour un Trio
Placeholder Sub 2,Portion de poulet
Placeholder sub 3,Poul Cantons jardin ***
Placeholder Sub 3,Poulet
Plain,Poulet Big Mac
Plain Bacon 'N Egg Bagel,Poulet et Filet de poisson
Plain Bacon 'N Egg Bagel Extra Value Meal,Poulet et poisson
Plain Bacon & Guacamole Bagel,Poulet grillé
Plain Bacon & Guacamole Bagel Meal,Poulet grillé avec sauce origi
Plain Bagel,Poulet grillé avec sauce originale Frank's RedHot
Plain Bagel Happy Meal,Poulet grillé bacon/sauce orig
Plain Bagel Reg CC Prod,Poulet grillé bacon/sauce originale Frank's RedHot
Plain Bagel w/ Reg CC Product,Poulet jr
Plain Bagel w/ Reg Cream Cheese McValue Meal,Poulet McCrêpes
Plain Bagel w/ Regular Cream Cheese Product,Poulet McMuffin
Plain Bagel with Regular Cream Cheese product,Poulet McMuffin sauce à l’ail
Plain Bagel with Regular Cream Cheese Product,Poulet McMuffin sauce à l’ail style Frank’s
Plain Bagl w/ Spreads,Poulet Salade
Plain Bagl w/ Spreads ***,Pourboire du livreur
Plain Bgl w/ Sprd VM ***,Poutine
Plain BLT Bagel,Poutine au Buffalo épicé crous
Plain BLT Bagel Extra Value Meal,Poutine au Buffalo grillé
Plain Egg BLT Bagel,Poutine au poulet Buffalo épicé croust
Plain Egg BLT Bagel Extra Value Meal,"Poutine au poulet Buffalo épicé croust, format classique"
Plain Sausage 'N Egg Bagel,"Poutine au poulet Buffalo épicé croust, grand format"
Plain Sausage 'N Egg Bagel Extra Value Meal,Poutine au poulet Buffalo épicé grillé
Plastic Tumbler McCafe,"Poutine au poulet Buffalo épicé grillé, format classique"
Playplace Socks,"Poutine au poulet Buffalo épicé grillé, grand format"
Pln Bgl w/Sprd VM ***,Poutine au poulet Buffalo grillé
Potato Bun,Poutine déjeuner
Poutine,"Poutine déjeuner, grand format"
Poutine and Medium Fountain Dr,"Poutine épicé croust, grand"
Poutine and Medium Fountain Drink,Poutine et boisson de fontaine
Poutine Upcharge,"Poutine et boisson de fontaine, format moyen"
Premium Decaf Coffee Carafe,Poutine nacho avec poulet croustillant
Premium Roast Brewed Coffee,"Poutine nacho avec poulet croustillant, format classique"
Premium Roast Brewed Senior's Coffee,Poutine nacho avec poulet grillé
Premium Roast Coffee,"Poutine nacho avec poulet grillé, format classique"
Premium Roast Coffee Carafe,"Poutine, grand format"
Premium Roast Coffee Carafe (Serves 12),Quart BLT
Premium Roast Decaf Coffee,Quart de livre
Premium Roast Decaf Coffee Carafe (Serves 12),Quart de livre avec fromage
Premium Roast Senior's Coffee,Quart de livre BLT
Premium Roast Senior's Decaf Coffee,Quart de livre sans fromage
Premium Sandwich,Quart fromage
PST EVM Drink Credit,Quart hamburger (sans fromage)
PST HM Drink Credit,Quart livre (sans fromage)
Pumpkin Seeds Packet,Quarter livre avec fromage
Pumpkin Spice Latte (2% Milk),Racinette Barq's
Qtr Hamb & Side Deal,Raisins et canneberges
Quarter Pounder,Ranch classique
Quarter Pounder BLT,Réchauffé
Quarter Pounder BLT Extra Value Meal,Regular Pour
Quarter Pounder Cheese,Régulière
Quarter Pounder cheese & Side deal,Remp laitue
Quarter Pounder Chs & Side deal,Remp oig rec
Quarter Pounder Extra Value Meal,Remp oig rou
Quarter Pounder with Cheese,Remplacer boisson à l’avoine
Quarter Pounder With Cheese,Remplacer par boisson à l’avoine
Quarter Pounder with Cheese Extra Value Meal,Remplacer par boisson d'amande
Quarter Pounder without Cheese,Remplacer par lait
Quarter Pounder without Cheese Extra Value Meal,Remplacer par le petit pain à ordinaire
Rainbow Sprinkle Cookie,Remplacer par pain à ordinaire
Raisins & Cranberries,Remplacer par sauce chili doux
Ranch Chicken Snack Wrap,Remplacer par sauce épicée ave
Ranch Chicken Snack Wrap with Crispy Chicken,Remplacer par sauce épicée avec habanero
