en-CA,fr-CA
Decaf Coffee,Duo muffin et café
Delivery,"Duo patates hachées brunes et café, format moyen"
Delivery Fee,Duo rôties blanc
Description,Duo rôties blanc et boisson chaude
Dessert,Duo rôties blé entier
Diced Apples,Duo rôties blé entier et 2 œufs frits
Diet Coke,Duo rôties blé entier et boisson chaude
Diet Coke Syrup,E Coke
Distance Fee,E Eau froide
Double Bacon 'N Crispy Onion,E LF à la fraise ML
Double Bacon 'N Crispy Onion Quarter Pounder,E LF au chocolat ML
Double Big Mac,E LF au vanille ML
Double Big Mac Extra Value Meal,E LF chocolat
Double Cheeseburger,E LF fraise
Double Cheeseburger Extra Value Meal,E LF vanille
Double Chsb LT,Eau DASANI
Double Double,EC Capp sirop ***
Double Espresso,ÉC Cappuccino ***
Double Filet-O-Fish,EC Choc ch ment ***
Double Filet-O-Fish Extra Value Meal,ÉC Lat M. Car
Double Hamburger,EC Latte
Double Hamburger Extra Value Meal,ÉC Latte ***
Double Quarter Pounder,ÉC Latte M. Caramel
Double Quarter Pounder BLT,EC Latte sirop ***
Double Quarter Pounder BLT Extra Value Meal,ÉC Latte ss ***
Double Quarter Pounder Cheese,ÉC Moka ***
Double Quarter Pounder Extra Value Meal,EC Moka menthe ***
Double Quarter Pounder with Cheese,Échantillon
Double Quarter Pounder With Cheese,Échantillon latte caramel (lait 2%)
Double Quarter Pounder with Cheese Extra Value Meal,Edamame
Double Quarter Pounder without Cheese,Enfant
Double Quarter Pounder without Cheese Extra Value Meal,Enfant Coca-Cola
Double Toasted,Enfant Coca-Cola Zero
Dried Dragonfruit,Enfant Coke
Dried Strawberry Fruit Pcs,Enfant Coke Diète
Drink,Enfant Fruitopia fraises
Drink tray,Enfant Fruitopia orange
Driver Regulatory Fee,Enfant Racinette Barq's
Earl Grey Tea,Enfant Sprite
Earlybird Mug,Enfant Thé glacé Fuze
Edamame,Enfant Thé glacé FUZE
Egg ‘N Cheese McGriddles,Enfant Thé glacé NESTEA
Egg ‘N Cheese McGriddles Extra Value Meal,Ens mél salades
Egg ‘N Cheese McMuffin,Érable et cheddar ***
Egg ‘N Cheese McMuffin Extra Value Meal,Espresso
Egg BLT Bagel ***,Espresso allongé
Egg BLT Bagl VM,Extra from ched jack
Egg BLT McMuffin,Extra garniture coupe glacée
Egg BLT McMuffin Extra Value Meal,Extra garniture pour coupe glacée
Egg LT Bagl VM,Extra sauce à McCroquettes
Egg LT Croissant Sandwich,Extra sauce poutine
Egg McMuffin,Extra sirop
Egg McMuffin & Hash Brown Deal,Facturation pour livraison
Egg McMuffin Extra Value Meal,Festin 20 McCroquettes
Egg White Only,Festin 20 McCroquettes (portion pour 2)
English Muffin,Festin déjeuner pour 4
English Muffin Special,Festin déjeuner pour 4 (portion pour 4)
Entrée Salad,Festin écono
Espresso,Festin écono (portion pour 4)
Everything Bacon 'N Egg Bagel,Festin familial
Everything Bacon 'N Egg Bagel Extra Value Meal,Festin familial (portion pour 3)
Everything Bacon & Guacamole Bagel,Festin fin de soirée
Everything Bacon & Guacamole Bagel Meal,Festin fin de soirée (portion pour 4)
Everything Bagel,Festins à partager
Everything Bagel Happy Meal,Filet de poisson
Everything Bagel Reg CC Prod,Filet de poisson et Côte
Everything Bagel w/ Reg Cream Cheese McValue Meal,Fourchettes
Everything Bagel w/ Regular Cream Cheese Product,Frais (2 sacs)
Everything Bagel with Regular Cream Cheese Product,Frais de distance
Everything BLT Bagel,Frais de fête
Everything BLT Bagel Extra Value Meal,Frais de livraison
Everything Egg BLT Bagel,Frais de réponse réglementaire
Everything Egg BLT Bagel Extra Value Meal,Frais de réponse réglementaire du livreur
Everything Sausag 'N Egg Bagel,Frais de service
Everything Sausage 'N Egg Bagel,Frais de temps d'attente évita
Everything Sausage 'N Egg Bagel Extra Value Meal,Frais de temps d'attente évitable des livreurs DD
Everything Sausage Egg Bagel,Frais pour petite commande
Evr Bgl w/Sprd VM ***,Frites
Evry Bagl w/ Spreads,Frites assaisonnées aux fines herbes et à l'ail
Evry Bagl w/ Spreads ***,Frites de renommée mondiale
Evry Bgl w/ Sprd VM ***,Frites fines herbes et à l'ail
Exclusive McValue Add-on,"Frites, format petit"
Extra Chai Glow Tea Bag,"Frites, grand format"
Extra Earl Grey Tea Bag,"Frites, mini-format"
Extra Gravy,"Frites, moyen format"
Extra Green Tea Bag,"Frites, petit format"
Extra Ice,From chedar jack
Extra Large,From cr orig
Extra Large Earl Grey Tea,From. la crème à côté
Extra Large Green Tea,Fromage
Extra Large Peppermint Tea,Fromage à la crème
Extra Large Senior's Coffee,Fromage à la crème original
Extra Large Senior's Decaf Coffee,Fromage Brie
Extra Large Senior's Earl Grey Tea,Fromage cheddar blanc
Extra Large Senior's Green Tea,Fromage crème
Extra Large Senior's Orange Pekoe Tea,Fromage en grains
Extra Large Senior's Peppermint Tea,Fromage grillé sandwichs
Extra Orange Pekoe Tea,Fromage grillé sandwichs
Extra Peppermint tea bag,Fromage mozzarella
Extra Peppermint Tea Bag,Fromage parmesan râpé
Extra Shot Blackberry Passionfruit  Syrup,Fromage râpé
Extra Shot Mango Pineapple Syrup,Fromage Suisse
Extra Shot Strawberry Watermelon Syrup,Fruitopia fraises
Extra Sundae Topping,Fruitopia orange
Extra Syrup,Fruitopia Org Syrup
Extra Value Meal,Fruitopia Strw Syrup
Family Bundle,Fuze Iced Tea Syrup
Family Bundle (Serves 3),G Café
Feta & Olive Sauce,G Café décaf infusé
Filet-O-Fish,G Café frappé + crème fouettée + coulis au choc.
Filet-O-Fish & Side Deal,G Capp sirop ***
Filet-O-Fish Extra Value Meal,G Cappuccino ***
Filet-O-Fish Patty,G Cappuccino R ***
Fireworks Mug,G Cappuccino Sirop ***
Fish,G Cappuccino Sirop R***
Flexible Straw,G Chai frappé van. + cr. fouettée + coulis au choc.
Foam,G Choc ch ment ***
Fondant Syrup,G Coke
Forks,G Déca infusé
Fountain Drinks,G Eau chaude
Frank's Creamy Garlic Sauce,G Eau froide
Frank's RedHot Menu,G Lat caramel ***
Frank's RedHot Original McCrispy,G Lat cml salé***
Frank's RedHot Original McCrispy Extra Value Meal,G Lat M. Car ***
Frank’s RedHot Creamy Garlic B,G Lat pép choc ***
Frank’s RedHot Creamy Garlic Bacon ‘N Egg McMfn VM,G Latte ***
Frank’s RedHot Creamy Garlic Bacon ‘N Egg McMuffin,G Latte au caramel ***
Frank’s RedHot Creamy Garlic C,G Latte au chocolat et à la noisette (lait 2 %)
Frank’s RedHot Creamy Garlic Chicken McMuffin,G Latte glacé ***
Frank’s RedHot Creamy Garlic Chicken McMuffin EVM,G Latte glacé au chocolat et à la noisette (lait 2 %)
Frank’s RedHot Creamy Garlic E,G Latte glacé L ***
Frank’s RedHot Creamy Garlic Egg McMuffin,G Latte M. Caramel ***
Frank’s RedHot Creamy Garlic Egg McMuffin EVM,G Latte menthe ***
Frank’s RedHot Creamy Garlic S,G Latte pép choc ***
Frank’s RedHot Creamy Garlic Saus ‘N Egg McMfn VM,G Latte sirop ***
Frank’s RedHot Creamy Garlic Sausage ‘N Egg McMfn,G Latte Sirop ***
Frank’s RedHot Hot Honey Dippi,G Latte Sirop R ***
Frank’s RedHot Hot Honey Dipping Sauce,G Latte vanille fr
Frank’s RedHot McVeggie,G LF à la fraise ML
Frank’s RedHot Original McCris,G LF à la vanille ML
Frank’s RedHot Original McCrispy,G LF au chocolat ML
Frank’s RedHot Original McCrispy Bacon Deluxe,G LF chocolat
Frank’s RedHot Original McCrispy Bacon Deluxe Meal,G LF fraise
Frank’s RedHot Original McVeggie,G LF vanille
Frank’s RedHot Original McVeggie Meal,G Moka ***
Frank’s RedHot® Original Thick,G Moka menthe ***
Frank’s RedHot® Original Thick Sauce,G Smo bleuet
Free Medium Soft Drink,G Smo mangue
Free Sandwich,G Smooth bleuet ML
French Book,G Smooth mangue ML
French Croissant,G Thé Earl Grey
French Croissant,G Thé pekoe
French Fries,G Thé vert
French Vanilla Cream Cold Brew,Galette de poulet
French Vanilla Latte (2% milk),Garni comme Big Mac
French Vanilla Latte (2% Milk),Garni comme Mac
French Vanilla Latte (Almond Milk,Garniture aux fraises
French Vanilla Latte (Almond milk),Garniture croustillante au car
French Vanilla Latte (Almond Milk),Garniture croustillante au caramel salé
French Vanilla Syrup,Garniture Mcflurry
Fried Egg,Glaçage au fromage à la crème
Fries,Glace
Fruit & Fibre Muffin,Glace chili limettes
Fruit Medley,Glacéau smartwater
Fruit Splash Beverage,"Glacéau vitaminwater baie d'acai, bleuet et grenade"
Fruit Splash Beverages,Glacéau vitaminwater bleuets
Fruitopia Orange,Glacéau vitaminwater orange
Fruitopia Org Syrup,glacée moka
Fruitopia Strawberry,Glacée moka  (lait d'amande)
Fruitopia Strawberry Passion Awareness,Godet crème
Fruitopia Strw Syrup,Godet de lait
Fry Display,Gonflez V Tr
Fry Monitor Display,Graines tournesol
Fudge,Grand
Fudge Sundae,Grand
Fuze Iced Tea,Grand
FUZE Iced Tea,Grand americano
Fuze Iced Tea Syrup,Grand Café frappé
Garden Salad(apples & walnuts),Grand café glacé
Garlic Seasoning,Grand café glacé à la vanille
Gingham Holiday Mug,Grand café glacé au caramel
Gold Peak Slightly Sweet Lemon Iced Tea,Grand café glacé au caramel salé
Gold Peak Sweet Lemon Iced Tea,Grand café glacé avec boisson à l'avoine
Granola,Grand café glacé avec sirop sans sucre
Grape Tomatoes,Grand Café glacé avec sirop sans sucre
Gravy,Grand café infusé
Greek Entrée Salad,Grand café infusé à froid
Greek Pasta Feta Salad,Grand café infusé à froid avec sirop sans sucre et crème
Green Dipped Mug,Grand café infusé à froid caramel et crème
Green Onions,Grand café infusé à froid sucré avec crème
Green Tea,Grand café infusé à froid sucré/avoine
Grilled Cheese,Grand café infusé à froid vanille française et crème
Grilled Cheese Sandwich,Grand Café infusé aînés
Grilled Cheese Sandwiches,Grand café infusé décaféiné
Grilled Chicken,Grand café infusé décaféiné aînés
Grilled Chicken Patty,Grand café infusé décaféiné Remplir nouveau
Grilled Chicken Sandwich,Grand café infusé Remplir nouveau
Grilled Chicken Sandwich,Grand cappuccino (lait 2%)
Grilled Chicken Sandwich,Grand Cappuccino (lait d'amande)
Grilled Chicken Sandwich Extra Value Meal,Grand Chai frappé à la vanille
Grilled Frank's RedHot Origina,Grand Chai frappé à la vanille
Grilled Frank's RedHot Original,Grand Chocolat chaud (lait 2%)
Grilled Frank's RedHot Original Extra Value Meal,Grand Coca-Cola
Grilled Frank’s RedHot Origina,Grand Coca-Cola Zero
Grilled Frank’s RedHot Original Bacon Deluxe,Grand Coke
Grilled Frank’s RedHot Original Bacon Deluxe Meal,Grand Coke Diète
Grilled Onions,Grand Frites
Grilled Ranch Snack Wrap,Grand Fruitopia fraises
Grilled Snack Wrap,Grand Fruitopia orange
Ground Coffee & Mug Giftset,Grand glacée moka
Guacamole,Grand jus d'orange
Half Cream,Grand jus de pomme
Half Crispy Chicken Patty,Grand lait ultra-frappé à la fraise
Half Decaf,Grand lait ultra-frappé à la vanille
Half Filet-O-Fish Patty,Grand lait ultra-frappé au chocolat
Half Grilled Chicken,Grand latte (lait 2%)
Half Ice,Grand latte (lait d'amande)
Half Milk,Grand latte à la caramel (lait 2%)
Half Oat Beverage,Grand latte à la vanille française (lait 2%)
Half Splenda,Grand Latte à la vanille française (lait d'amande)
Half Sugar,Grand latte à thé London fog (lait 2%)
Half Syrup,Grand latte au caramel salé (lait 2%)
HALLOWEEN GC,Grand latte au thé matcha (lait 2%)
Halloween Gift Certs,Grand latte avec sirop sans sucre (lait 2%)
Hamburger,Grand latte avec sirop sans sucre (lait d'amande)
Hamburger Deluxe,Grand latte caramel (lait 2%)
Hamburger Deluxe McValue Meal,Grand latte caramel (lait d'amande)
Hamburger Happy Meal,Grand latte glacé (lait 2%)
Hamburger with Apple slices,Grand Latte glacé (lait amande)
"Hamburger, No Meat",Grand latte glacé au matcha (lait 2%)
Happy Meal,Grand latte glacé matcha (lait amande)
Happy Meal 4 McNuggets with Apple slices,Grand menthe poivrée
Happy Meal 4 McNuggets with Apple Slices,Grand Moka (lait 2%)
Happy Meal 4 McNuggets with Mini Fries,Grand moka glacé
Happy Meal 4 McNuggets with Mini-fries,Grand Racinette Barq's
Happy Meal 4 McNuggets with Small Fries,Grand smoothie fraises-banane
Happy Meal 4 McNuggets with Small fries for $2.99,Grand smoothie grenade-bleuets
Happy Meal Book only,Grand smoothie mangue-ananas
Happy Meal Cheeseburger,Grand Splash fraîcheur au citron
Happy Meal Cheeseburger Mini Fry for $2.99,Grand Splash fraîcheur au melon d’eau et à la lime
Happy Meal Cheeseburger with Apple slices,Grand Splash fraîcheur fraise-melon d'eau
Happy Meal Cheeseburger with Apple Slices,Grand Splash fraîcheur mangue-ananas
Happy Meal Cheeseburger with Mini Fries,Grand Splash fraîcheur mûre-fruit de la passion
Happy Meal Cheeseburger with mini-fries,Grand Sprite
Happy Meal Cheeseburger with Small Fries,Grand Sprite nocturne
Happy Meal Cheeseburger with Small fries for $2.99,Grand thé à la menthe poivrée
Happy Meal Crispy Chicken Snack Wrap with Apple Slices,Grand thé à la menthe poivrée aînés
Happy Meal Crispy Chicken Snack Wrap with Mini Fries,Grand thé bergamia gris
Happy Meal Crispy Chicken Snack Wrap with Small Fries,Grand thé chai éclat
Happy Meal Crispy Mayo with Mini Fries,Grand thé Earl Grey
Happy Meal Fish Stick,Grand thé earl grey aînés
Happy Meal French Book only,Grand Thé glacé Fuze
Happy Meal Grilled Cheese with Apple Slices,Grand thé menthe poivrée aînés
Happy Meal Grilled Cheese with Mini Fries,Grand thé orange pekoe
Happy Meal Grilled Cheese with Small Fries,Grand thé Orange Pekoe
Happy Meal Grilled Chicken Snack Wrap with Apple Slices,Grand thé orange pekoe aînés
Happy Meal Grilled Chicken Snack Wrap with Mini Fries,Grand thé rugissement noir
Happy Meal Grilled Chicken Snack Wrap with Small Fries,Grand thé vert
Happy Meal Hamburger with Apple slices,Grand thé vert à la citronnelle
Happy Meal Hamburger with Apple Slices,Grand thé vert aînés
Happy Meal Hamburger with Mini Fry,Grande café glacé au caramel salé
Happy Meal Hamburger with mini-fries,Grande latte au caramel salé (lait 2%)
Happy Meal Hamburger with Small Fries,Gratuit moyen boisson
Happy Meal Hamburger with Small fries for $2.99,Guacamole
Happy Meal Hotcakes with Apple Slices,H-fromage
Happy Meal Hotcakes with Hash Browns,Hamburger
Happy Meal Hotcakes with Hashbrowns for $2.99,Hamburger avec fromage
Happy Meal Hotcakes with Mini Fry,Hamburger avec fromage de luxe
Happy Meal Hotcakes with Small Fries,"Hamburger avec fromage, sans viande"
Happy Meal Juice/Milk/Water,Hamburger De Luxe
Happy Meal Lettuce & Tomato Snack Wrap w/ Apple Slices,Hamburger fromage
Happy Meal Lettuce & Tomato Snack Wrap with Mini Fries,"Hamburger fromage, sans viande"
Happy Meal Lettuce & Tomato Snack Wrap with Small Fries,Hamburger Joueur étoile
Happy Meal Lettuce & Tomato SnackWrap w/ Sml Fries,"Hamburger, sans viande"
Happy Meal Mayo Crispy Chicken Snack Wrap with Mini Fries,Hamburgers
Happy Meal Nugget,Hazelnut & Cocoa McPops
Happy Meal snack Wrap,Honest Kids La Fée des pommes
Happy Meal Snack Wrap,Honest Kids Super Punch aux Fr
Happy Meal Toy,Honest Kids Super Punch aux Fruits
Happy Meal Toy - Under 3,Hummus original
Happy Meal with Apple slices,J’ai ma tasse (M)
Happy Meal with Apple Slices,JF Crêpes ***
Happy Meal with Hash Browns,JF Fête crêpes
Happy Meal with Hashbrowns,JF Fête h-from
Happy Meal with Mini Fries,JF Fête hamb fromage
Happy Meal with mini-fries,JF Fête McCroq
Happy Meal with Mini-fries,JF Fête McCroquettes
Happy Meal with Small fries,JF Fête wrap
Happy Meal with Small Fries,JF Jouet
Happy Meals,JF Jouet garçon
Harvest Entrée Salad,JF Jouet R
Hash Brown,JF poisson ***
Hash Brown & Coffee,JF Poutine
Hash Brown & Medium Premium Roast Coffee,JF Sand from fond***
Hash Browns,JF Wrp-éclair lait+tom***
Have my Own Cup (Med),"Joeyeux Festin 4 McCroquettes, petit frites pour 2,99$"
Have my Own Cup (Med),Jouet moins de 3 ans
Hazelnut & Cocoa McPops,Journal post sem
Heart Mug,Journal post semaine
Heated,Journal post wk-end
Herb & Garlic Seasoned Fries,Journal quotid
HM 4 Nuggets & Mini Fry for $2.99,Journal quotid 4
HM 4Nug Chrg,Journal quotidien
HM 4Nug Party Charge,Journal week-end
HM 4Nugget ***,Journal weekend
HM BAGEL ***,Journal wk-end 4
HM BAGL ***,Journl post wk-end
HM Buf Wrap Crispy ***,Joyeux festin
HM Buf Wrap Grill ***,Joyeux festin 1 pat hach brune
HM Buf Wrp Cr ***,Joyeux festin 4 McCroquettes - mini-frites
HM Buf Wrp Gr ***,Joyeux festin 4 McCroquettes - P frites
HM Cheese Bagl ***,Joyeux festin 4 McCroquettes - pommes
HM Cheeseburger ***,Joyeux Festin 4 McCroquettes avec pommes
HM Cheeseburger Mn Fry Yog,"Joyeux Festin 4 McCroquettes, mini frites pour 2,99$"
HM Chkn McBites ***,"Joyeux Festin 4 McCroquettes, mini-frites"
HM Chsb Chrg,Joyeux Festin avec mini-frites
HM Chsb Party Charge,Joyeux Festin avec pat hach br
HM Evry Bagel ***,Joyeux Festin avec petit frite
HM Grilled Cheese ***,Joyeux festin avec pommes
HM Hambuger ***,Joyeux Festin avec pommes
HM Hamburger ***,Joyeux festin Crêpes - 1 pat hach brune
HM Hamburger Mini Fry,Joyeux festin Crêpes - mini-frites
HM Hamburger Mini Fry for $2.99,Joyeux festin Crêpes - p frites
HM Hotcakes ***,Joyeux festin Crêpes - pommes
HM Htck Chrg,"Joyeux Festin Crêpes, pat hach brunes pour 2,99$"
HM Htck Party Charge,Joyeux festin hamburger - mini-frites
HM Let & Tom Snwrp ***,Joyeux festin hamburger - P frites
HM McEGGY ***,Joyeux festin hamburger - pommes
HM Mgrain Bagel ***,Joyeux Festin Hamburger avec pommes
HM Plain Bagel ***,Joyeux festin hamburger fromage - mini-frites
HM Sesame Bagel ***,Joyeux festin hamburger fromage - P frites
HM Snack Wrap ***,Joyeux festin hamburger fromage - pommes
HM Snk Wrap Chrg,"Joyeux Festin Hamburger fromage, mini-frites"
HM Snk Wrap Party Charge,"Joyeux Festin Hamburger fromage, petit frites pour 2,99$"
Hockey Hero Burger,"Joyeux Festin Hamburger fromage, pommes"
Hockey Hero Burger Extra Value Meal,"Joyeux Festin Hamburger, mini-frites"
Hockey Holiday Mug,"Joyeux Festin Hamburger, mini-frites pour 2,99$"
Hockey Tickets,"Joyeux Festin Hamburger, petit frites pour 2,99$"
Holiday Sweater Cup,Joyeux festin jouet
Holiday Tree Cup,Joyeux festin jouet moins de 3 ans
Hollandaise-style sauce,Joyeux festin mini-frites
Homestyle Bun,Joyeux festin p frites
Honest Kids Appley Ever After,Joyeux festin P frites
Honest Kids Super Fruit Punch,Joyeux festin sandwich fromage fondant - mini-frites
Honey,Joyeux festin sandwich fromage fondant - P frites
Honey Dijon Vinaigrette Dressi,Joyeux festin sandwich fromage fondant - pommes
Honey Dijon Vinaigrette Dressing,Joyeux festin Wrap-éclair
Hot Beverage,Joyeux festin Wrap-éclair croust - mini-frites
Hot Chocolate,Joyeux festin Wrap-éclair croust - P frites
Hot Chocolate (2% Milk),Joyeux festin Wrap-éclair croust - pommes
Hot Chocolate (Almond Milk),Joyeux festin Wrap-éclair grillé - mini-frites
Hot Chocolate Packet,Joyeux festin Wrap-éclair grillé - P frites
Hot Drink,Joyeux festin Wrap-éclair grillé - pommes
Hot Drinks,Joyeux festin Wrap-éclair laitue et tomate - mini-frites
Hot McCafé,Joyeux festin Wrap-éclair laitue et tomate - P frites
Hot Mustard,Joyeux festin Wrap-éclair laitue et tomate - pommes
Hot Reusable Cup,Joyeux festin Wrap-éclair Ranch croust - mini-frites
Hotcake & Sausage Extra Value Meal,Junior au poulet
Hotcake Syrup,Junior au poulet chili doux
Hotcakes,Jus
Hotcakes & Bacon,Jus d'orange
Hotcakes & Bacon Extra Value Meal,Jus d'orange - Simply Orange
Hotcakes & Sausage,Jus de pomme
Hotcakes & Sausage Extra Value Meal,Jus de pomme - Simply Pomme
Hotcakes & Snacks & Sides,"Jus, lait et eau"
Hotcakes Extra Value Meal,Jus/lait/bouteille
Hotel Coupon,Jus/lait/bouteille d'eau
Ice,Ketchup
Ice Coffee with sugar free syrup,L Lat M. Crml ***
Ice Mocha 2S,L Latte M. Caramel ***
Ice Mocha Milk,La Boîte Huntr/x
Iced Coffee,La Boîte-déjeuner Saja Boys
Iced Coffee with sugar free syrup,Laisser esp
Iced Latte,Lait
Iced Latte (2% Milk),Lait 1%
Iced Latte (Almond Milk),Lait 1% au chocolat
Iced Matcha Tea Latte (2% Milk),Lait 2%
Iced Matcha Tea Latte (Almond Milk),Lait chocolat
Iced Mocha,lait d'amande
Iced Mocha (2% Milk),Lait frappé à la fraise
Iced Mocha (almond milk),Lait frappé à la menthe
Iced Mocha (Almond Milk),"Lait frappé à la menthe, format collation"
In a Cup,"Lait frappé à la menthe, format moyen"
Italian Herb Sauce,"Lait frappé à la menthe, grand format"
Jam with knife,"Lait frappé à la menthe, petit format"
Jr Chicken,Lait frappé à la vanille
Jr Chicken Meal Deal,Lait frappé au chocolat
Juice,Lait glacee
Juice Deposit,Lait ultra-frappé
Juice Pack Deposit,Lait ultra-frappé à la fraise
"Juice, Milk & Water",Lait ultra-frappé à la vanille
Juice/Milk/Water,Lait ultra-frappé au chocolat
Junior Chicken,Laits frappés
Junior Chicken McValue Meal,Laitue
K-Cup & Tumbler Giftset,Large
K-Pop Demon Hunters Photocard,Large Cup
K-Pop Demon Hunters Photocard Pack,Latte
K-Pop Photocard Pack,Latte (lait 2%)
Ketchup,Latte (lait aux amandes)
Ketchup Packet,Latte (lait d'amande)
Keychain,Latte à la caramel (lait 2%)
Kid's Mac,Latte à la crème brûlée (lait 2%)
Kiddie Cone,"Latte à la van fr, format moyen (lait aux amandes)"
Knives,"Latte à la van fr, grand format (lait aux amandes)"
L  Hot Choc ***,"Latte à la van fr, petit format (lait aux amandes)"
L Apple Juice,Latte à la vanille française (lait 2%)
L Cap Syrup ***,Latte à la vanille française (lait aux amandes)
L Cappuccino ***,Latte à la vanille française (lait d'amande)
L Cappuccino Syrup ***,Latte à thé chai cardamome (lait 2%)
L Caramel Choc Latte ***,Latte à thé chai cardamome (lait écrémé)
L Caramel Choc Mocha ***,Latte à thé London fog (lait 2%)
L Caramel Latte ***,Latte à thé London fog (lait sans lactose)
L Chai Latte ***,Latte au caramel (lait 2%)
L Choc Chip Lat ***,Latte au caramel (lait aux amandes)
L Hot Choc  ***,Latte au caramel salé (lait 2%)
L Hot Choc ***,Latte au caramel salé (lait amande)
L Hot Choc Mint ***,"Latte au caramel salé, grand format (lait amande)"
L Hot Chocolate ***,"Latte au caramel salé, moyen format (lait amande)"
L Hot Water,"Latte au caramel salé, petit format (lait amande)"
L Hot Wht Choc ***,"Latte au caramel, format moyen (lait aux amandes)"
L Ice Latte ***,"Latte au caramel, grand format (lait aux amandes)"
L Iced Matcha Latte ***,"Latte au caramel, petit format (lait aux amandes)"
L Lat Caramel ***,Latte au chocolat et à la noisette (lait 2 %)
L Lat Chc Chp ***,Latte au thé chai (lait 2 %)
L Lat Cml Choc ***,Latte au thé chai (lait aux amandes)
L Lat M. Caramel ***,"Latte au thé chai, format moyen (lait 2 %)"
L Lat M. Caramel***,"Latte au thé chai, format moyen (lait aux amandes)"
L Lat M. Crml ***,"Latte au thé chai, grand format (lait 2 %)"
L Lat Pump ***,"Latte au thé chai, grand format (lait aux amandes)"
L Lat Pumpkin Crml ***,"Latte au thé chai, petit format (lait 2 %)"
L Lat SF ***,"Latte au thé chai, petit format (lait aux amandes)"
L Lat Syrup ***,Latte au thé matcha (lait 2 %)
L Latte ***,Latte au thé matcha (lait 2%)
L Latte Cml Choc ***,Latte au thé matcha (lait aux amandes)
L Latte Mint ***,"Latte au thé matcha, format moyen (lait 2 %)"
L Latte Mint R ***,"Latte au thé matcha, grand (lait aux amandes)"
L Latte Pumpkin ***,"Latte au thé matcha, grand format (lait 2 %)"
L Latte Syrup ***,"Latte au thé matcha, moyen (lait aux amandes)"
L Lndn Fog Latte ***,"Latte au thé matcha, petit (lait aux amandes)"
L Matcha Latte ***,"Latte au thé matcha, petit format (lait 2 %)"
L Mocha ***,Latte avec sirop sans sucre (lait 2%)
L Mocha Cml Choc ***,Latte avec sirop sans sucre (lait aux amandes)
L Mocha Mint ***,Latte avec sirop sans sucre (lait d'amande)
L Mocha Wht Choc ***,Latte caramel (lait 2%)
L Orange Juice,Latte caramel (lait d'amande)
L Slt Caramel Latte ***,Latte citrouille (lait 2%)
L Sltd Crml Latte***,Latte glacé
L Sugar Free Latte ***,Latte glacé (lait 2%)
L Van Latte ***,Latte glacé (lait amande)
L Water,Latte glacé au chocolat et à la noisette (lait 2 %)
Large,Latte glacé au matcha (lait 2%)
Large,Latte glacé matcha (lait amande)
Large Barq's Root Beer,Latte London Fog (lait 2 %)
Large Blackberry Passionfruit Refresher,Latte London Fog (lait aux amandes)
Large Blueberry Pomegranate Smoothie,"Latte London Fog, format moyen (lait 2 %)"
Large Breakfast Poutine,"Latte London Fog, format moyen (lait aux amandes)"
Large Cappuccino (Almond Milk),"Latte London Fog, grand format (lait 2 %)"
Large Caramel Iced Coffee,"Latte London Fog, grand format (lait aux amandes)"
Large Chocolate Shake,"Latte London Fog, petit format (lait 2 %)"
Large Clear Cup,"Latte London Fog, petit format (lait aux amandes)"
Large Coke,"Latte, format moyen (lait aux amandes)"
Large Cup,"Latte, grand format (lait aux amandes)"
Large Cup FS,"Latte, petit format (lait aux amandes)"
Large Decaf Coffee,Le Grand M
Large Diet Coke,Légèrement grillé
Large Earl Grey Tea,"LF chocolat, format col."
Large French Fries,"LF fraise, format col."
Large French Vanilla Latte,"LF vanille, format col."
Large French Vanilla Latte (2% milk),Livraison
Large Fries,Livre Ou Jouet
Large Green Tea,Livret avec un Joyeux festin
Large Mango Smoothie,Livret fr avec Joyeux festin
Large Orange Pekoe Tea,Livret français avec un Joyeux festin
Large Peppermint Tea,Livret français seul
Large Poutine,Livret seul
Large Premium Roast Coffee,M Café
Large Senior's Decaf Coffee,M Café décaf infusé
Large Senior's Earl Grey Tea,M Café frappé + crème fouettée + coulis au choc.
Large Senior's Green Tea,M Capp sirop ***
Large Senior's Orange Pekoe Tea,M Cappuccino ***
Large Senior's Peppermint Tea,M Cappuccino R ***
Large Spicy Buffalo Crispy Poutine,M Cappuccino Sirop ***
Large Spicy Buffalo Grilled Poutine,M Cappuccino Sirop R***
Large Spicy Crisp Poutine,M Chai frappé van. + cr. fouettée + coulis au choc.
Large Sprite,M Choc ch ment ***
Large Strawberry Banana Smoothie,M Coke
Large Strawberry Shake,M Déca infusé
Large Vanilla Shake,M Eau chaude
Late Night Bundle,M Eau froide
Late Night Bundle (Serves 4),M Frites
Latte,M Lat caramel ***
Latte (2% Milk),M Lat cml salé***
Latte (Almond milk),M Lat M. Car ***
Latte (Almond Milk),M Lat M. Crml ***
Latte French Vanilla (@%),M Lat pép choc ***
Latte French Vanilla (2% Milk),M Latte ***
Latte or Cappuccino,M Latte à la vanille ss ***
Latte with sugar free syrup (2% Milk),M Latte au caramel  ***
Latte with sugar free syrup (Almond Milk),M Latte au chocolat et à la noisette (lait 2 %)
Leaf Holiday Mug,M Latte glacé ***
Leaf Lettuce,M Latte glacé au chocolat et à la noisette (lait 2 %)
Leaf Mug,M Latte glacé L ***
Leaf Tumbler,M Latte M. Caramel ***
Leave Some Space,M Latte menthe ***
Lemon Fruit Splash,M Latte pép choc ***
Lemongrass Green Tea,M Latte sirop ***
Lettuce,M Latte Sirop ***
